成員, 貢獻排行, 貢獻本週, 戰功本週, 助攻本週, 捐獻本週, 貢獻總量, 戰功總量, 助攻總量, 捐獻總量, 勢力值, 所屬勢力, 分組
內塔尼夜壺, 2, 15037893, 238006, 0, 0, 107166090, 435940, 11582, 0, 33950, 山陽東郡, 速農
賊丨墊神, 171, 14979636, 11467, 2352, 0, 42280677, 16570, 13167, 1335147, 20330, 山陽東郡, 賊
七劍l緊, 40, 14837915, 87706, 1183, 0, 65281920, 153976, 20878, 93731, 27623, 山陽東郡, 七劍
夜梟丨臥好, 134, 14732455, 39742, 700, 0, 57331722, 54785, 9773, 253094, 27716, 山陽東郡, 梟
帥哥大蘭交, 25, 14571750, 112450, 3213, 0, 87593681, 207789, 33688, 0, 31290, 山陽東郡, 賊
找謝丨武冽, 60, 14530191, 58626, 0, 0, 69935922, 108976, 20144, 0, 29633, 山陽東郡, 速農
胡言亂語, 138, 14492116, 28575, 350, 0, 28232284, 46253, 8544, 20499, 23093, 山陽東郡, 梟
霸道龍王, 76, 14490647, 47878, 700, 0, 78500283, 82474, 17332, 190018, 25396, 山陽東郡, 速農
芝士烏龍, 117, 14442003, 32727, 1820, 0, 57468000, 54620, 21457, 176957, 25973, 山陽東郡, 天農
公益金牛, 104, 14419644, 36436, 1960, 0, 64461536, 61481, 28453, 0, 27600, 山陽東郡, 速農
速農丨蒙面俠, 14, 14371979, 179182, 855, 408258, 79842137, 293954, 16621, 881170, 25043, 山陽東郡, 速農
關天澄, 100, 14354819, 30646, 2177, 0, 55132095, 52386, 30690, 83340, 26913, 山陽東郡, 天農
速農丨中吉, 12, 14318344, 168113, 686, 0, 94013576, 265898, 27733, 200975, 30153, 山陽東郡, 速農
候希白, 141, 14235287, 35282, 2330, 0, 53371659, 40754, 19958, 65163, 17600, 山陽東郡, 速農
呆丨子瑜, 11, 14221191, 170563, 750, 0, 73546076, 304982, 9117, 628802, 29300, 山陽東郡, 七劍
RON, 66, 14064317, 78961, 523, 0, 73237561, 135994, 10285, 153031, 24843, 山陽東郡, 速農
小妹天天, 41, 13999983, 93443, 2842, 0, 70188942, 167343, 19301, 34054, 25790, 山陽東郡, 天農
七劍l哈, 71, 13899159, 93610, 350, 0, 63378266, 133086, 3804, 165637, 30330, 山陽東郡, 七劍
七劍l克, 58, 13799250, 71521, 882, 0, 74413961, 149250, 7551, 147269, 26430, 山陽東郡, 七劍
賊の賢, 114, 13701713, 43124, 0, 0, 42244065, 67823, 10342, 0, 15900, 山陽東郡, 賊
白夜行, 132, 13637171, 32519, 350, 0, 55020933, 45012, 18481, 71789, 22280, 山陽東郡, 賊
花丨咖哩餅, 119, 13609698, 20484, 1862, 0, 50530158, 54074, 22097, 123590, 18890, 山陽東郡, 天農
teoh, 148, 13596316, 16225, 2603, 0, 45221643, 32001, 20932, 65411, 26113, 山陽東郡, 天農
義丨河了貂, 82, 13451682, 37327, 1512, 0, 41852410, 56573, 29045, 714016, 14500, 山陽東郡, 天農
鹹酥雞, 37, 13403193, 119814, 1700, 0, 83418768, 162859, 13378, 40413, 27940, 山陽東郡, 賊
魔項羽, 3, 13376776, 243790, 350, 0, 81808829, 415367, 12319, 0, 28280, 山陽東郡, 速農
李健豪, 79, 13351221, 64157, 350, 0, 60430863, 116051, 6184, 114847, 23389, 山陽東郡, 梟
方圓戴歐克法, 48, 13316825, 81024, 2300, 0, 65724960, 127534, 30811, 211371, 26810, 山陽東郡, 賊
七劍l朱, 42, 13148921, 95223, 970, 66811, 75620320, 172303, 12093, 195445, 32000, 山陽東郡, 七劍
速農丨伊蕾娜, 18, 13092032, 168190, 1401, 0, 78533578, 297599, 13870, 0, 31410, 山陽東郡, 速農
內塔夜尼壺, 9, 13077298, 187385, 652, 0, 88545171, 326147, 20829, 0, 30533, 山陽東郡, 速農
以武再會友, 169, 13032315, 10886, 1160, 0, 40480664, 24422, 3434, 133565, 18710, 山陽東郡, 速農
夜梟丨韓豚寶, 176, 13012667, 13640, 1050, 0, 35331302, 27160, 4844, 0, 20200, 山陽東郡, 梟
七劍I雞, 31, 12818268, 79117, 924, 0, 50742323, 172606, 20137, 0, 22273, 山陽東郡, 七劍
天堂烏, 188, 12808173, 9386, 1050, 0, 24528521, 12259, 3036, 0, 18280, 山陽東郡, 天農
七剑l强, 30, 12721637, 95149, 610, 0, 79645061, 182006, 21981, 0, 27450, 山陽東郡, 七劍
七劍l霍, 38, 12660478, 81706, 350, 0, 64221444, 164804, 21581, 0, 27780, 山陽東郡, 七劍
夜梟丨Slb, 144, 12628113, 25039, 1537, 0, 45762974, 43225, 9381, 298482, 22240, 山陽東郡, 梟
狂濤, 158, 12478086, 18114, 2219, 156284, 29179482, 40430, 5653, 353791, 20383, 山陽東郡, 賊
慈善羚羊, 111, 12298266, 36205, 350, 0, 55710963, 67874, 13517, 47861, 21690, 山陽東郡, 速農
皇道丨滾球獸, 124, 12252607, 43720, 0, 0, 36142504, 62443, 7125, 32305, 25720, 山陽東郡, 天農
速農丨嘴囝, 54, 11829005, 74681, 703, 0, 56360362, 129791, 15128, 124688, 17750, 山陽東郡, 速農
費明奴, 189, 11668547, 9813, 0, 0, 32699937, 14496, 1050, 0, 21623, 山陽東郡, 賊
大輝, 121, 11664330, 46616, 350, 0, 70925346, 73646, 3592, 0, 29880, 山陽東郡, 速農
常樂, 120, 11657784, 28864, 2212, 0, 30899681, 37667, 17967, 651995, 15830, 山陽東郡, 賊
内塔尼夜壺, 10, 11603795, 184250, 0, 0, 71263302, 329441, 13060, 210737, 26693, 山陽東郡, 速農
低調丨添香, 73, 11537878, 55047, 3029, 0, 45388943, 110892, 18061, 64880, 24189, 山陽東郡, 速農
路過的生命體, 47, 11527989, 95989, 2132, 0, 68225754, 147697, 17229, 26579, 25280, 山陽東郡, 梟
七劍l狀, 50, 11424547, 75958, 0, 0, 63388364, 144956, 22663, 0, 27840, 山陽東郡, 七劍
七劍l蠻, 101, 11232111, 39002, 756, 0, 57279748, 63177, 19929, 193662, 28440, 山陽東郡, 七劍
蔓, 77, 11210818, 61734, 2047, 0, 52897899, 98230, 16925, 92199, 26830, 山陽東郡, 梟
咩咕咩咕雪兔, 151, 11132667, 18792, 1487, 0, 40043185, 40781, 7942, 0, 22673, 山陽東郡, 天農
夜梟丨鳳, 95, 11044928, 41583, 2237, 0, 36300175, 77629, 21586, 163147, 27423, 山陽東郡, 梟
赤梟丨三皇, 178, 10942984, 20072, 350, 0, 31378843, 25300, 11340, 0, 23436, 山陽東郡, 梟
天兵丨詩延夢, 187, 10902858, 13238, 350, 0, 36001032, 15502, 1214, 0, 18283, 東平國, 梟
芋妮布丁, 94, 10873464, 50565, 1050, 0, 59219275, 78588, 23360, 212789, 28020, 山陽東郡, 天農
夜梟丨姐夫, 167, 10862040, 14896, 350, 0, 38329593, 31584, 4529, 0, 20613, 山陽東郡, 梟
沐血龔, 118, 10774974, 27302, 1448, 0, 44291739, 48714, 26770, 181822, 23320, 山陽東郡, 天農
RAP孔明, 153, 10772799, 15989, 1715, 0, 26467054, 33022, 9541, 155334, 19550, 山陽東郡, 賊
天兵丨不倒翁, 184, 10758896, 12519, 0, 0, 33848299, 16836, 1924, 0, 17623, 東平國, 梟
夜梟丨知銀, 116, 10699367, 21298, 1676, 0, 41622124, 34439, 25292, 28111, 21073, 山陽東郡, 梟
香丨賀歷斯, 86, 10673730, 53853, 1854, 0, 81654976, 103622, 11535, 0, 30976, 山陽東郡, 速農
速農丨刀魔, 97, 10611284, 41292, 700, 0, 37122812, 80302, 11068, 244263, 15956, 山陽東郡, 賊
SP香奈兒, 27, 10487175, 127234, 605, 0, 98742235, 198656, 16662, 167655, 30702, 山陽東郡, 速農
低調丨銅怪, 32, 10486579, 97108, 1463, 0, 82314537, 173930, 17755, 124614, 29260, 山陽東郡, 速農
呆呆明主, 99, 10228539, 46993, 2013, 587512, 26527101, 86197, 5111, 610509, 20976, 山陽東郡, 梟
夜梟丨青天, 110, 10225505, 28645, 350, 0, 43723415, 67035, 8443, 64678, 22440, 山陽東郡, 梟
夜梟丨冬雪, 125, 10221770, 27323, 1141, 0, 35144037, 48587, 10195, 0, 21850, 山陽東郡, 梟
胡說八道, 166, 10105709, 21211, 350, 0, 17542534, 36684, 2067, 21882, 17420, 山陽東郡, 梟
名是但啦, 156, 10063821, 21427, 2240, 487762, 21404082, 39033, 5207, 487762, 20210, 山陽東郡, 梟
米乂雅嘎靡, 63, 9968672, 80073, 350, 0, 63352774, 144663, 11973, 0, 28290, 山陽東郡, 七劍
箂, 45, 9932457, 105778, 1050, 0, 60520557, 166018, 13161, 118074, 23820, 山陽東郡, 速農
左晴嵐, 108, 9840765, 39270, 2186, 0, 49433701, 58734, 31034, 162523, 26643, 山陽東郡, 天農
楓丨知秋, 147, 9727460, 21316, 350, 250316, 30848292, 40592, 9899, 878285, 20710, 山陽東郡, 梟
夜丨kh, 130, 9497553, 26107, 2780, 0, 53964084, 45848, 16461, 312161, 24833, 山陽東郡, 梟
王小羽, 44, 9424032, 67679, 980, 0, 66345661, 123167, 27223, 236397, 26930, 山陽東郡, 速農
雞脾薯條, 136, 9368005, 30019, 1776, 0, 21617511, 51895, 6335, 26753, 16980, 山陽東郡, 梟
速農丨飄渺風, 62, 9215484, 70166, 1547, 0, 47661565, 127151, 23103, 66696, 23278, 山陽東郡, 速農
小雞君, 181, 9197322, 4831, 0, 0, 35422335, 10310, 11543, 0, 18552, 東平國, 七劍
速農丨小衛, 52, 9166335, 73738, 0, 0, 59643106, 141942, 20578, 367422, 21260, 山陽東郡, 速農
賊丨小珠, 164, 9076127, 18333, 842, 0, 27624871, 32346, 5006, 0, 18016, 山陽東郡, 賊
賊丨本心, 159, 9058611, 18512, 350, 0, 34828510, 36583, 10130, 162582, 14473, 山陽東郡, 賊
贼丨登神, 172, 8991099, 15720, 0, 0, 26467837, 26401, 2882, 157127, 17100, 山陽東郡, 賊
皮蛋豆腐, 162, 8969208, 23018, 1396, 0, 26143358, 33010, 5794, 23909, 19840, 山陽東郡, 梟
賊丨宮砂毀, 90, 8944138, 43291, 200, 0, 46583013, 80518, 23809, 313013, 20286, 山陽東郡, 賊
夜梟丨知金, 146, 8909554, 20657, 1078, 0, 35396419, 40416, 8401, 0, 20619, 山陽東郡, 梟
皇道丨製酒仙, 157, 8892180, 23473, 504, 0, 32922472, 38767, 7029, 29307, 22600, 山陽東郡, 天農
雙子, 72, 8684496, 59672, 700, 0, 77761889, 101716, 25112, 150448, 27320, 山陽東郡, 速農
速農丨樣囝, 28, 8656006, 106050, 1982, 0, 56878480, 193159, 23371, 73183, 28050, 山陽東郡, 速農
老苦, 149, 8649038, 14710, 0, 102090, 25035486, 48065, 1676, 322819, 23569, 山陽東郡, 梟
甘草瓜子, 152, 8614178, 28567, 700, 0, 31761985, 45676, 1901, 61187, 21620, 山陽東郡, 天農
呆丨道友, 22, 8584968, 94449, 1085, 0, 83014414, 195650, 22672, 0, 30190, 山陽東郡, 七劍
夜梟丨沐日, 198, 8550399, 0, 0, 0, 9844770, 0, 0, 0, 13159, 魯國, 天農
賊丨宮砂曉, 102, 8496807, 39796, 252, 0, 47704826, 67607, 17659, 295267, 19693, 山陽東郡, 賊
速農丨青蛙, 154, 8127057, 13485, 350, 0, 36451155, 17017, 20308, 299880, 23740, 山陽東郡, 天農
逸後, 123, 8001303, 41912, 6992, 0, 24143639, 60741, 16081, 0, 26490, 山陽東郡, 梟
炭烤极光, 89, 7728172, 40660, 1586, 0, 34007117, 70649, 25782, 346200, 18203, 山陽東郡, 天農
公孫明策, 177, 7667857, 24021, 35, 0, 27300574, 31202, 2165, 0, 20038, 山陽東郡, 梟
赤梟丨明智, 88, 7528167, 47812, 1710, 0, 40526773, 80048, 14782, 222506, 20076, 山陽東郡, 賊
低調丨漫天, 133, 7474037, 35141, 693, 0, 41809650, 52284, 10304, 50401, 20123, 山陽東郡, 速農
速農丨様囝, 81, 7424607, 54440, 1718, 0, 44944258, 95241, 20128, 219220, 22700, 山陽東郡, 速農
賊霸王鮮果汁, 142, 7411788, 33391, 252, 0, 22852841, 55379, 2213, 0, 18770, 山陽東郡, 賊
七劍l書, 83, 7261015, 60156, 350, 0, 54803655, 102667, 13400, 90495, 28080, 山陽東郡, 七劍
農民丨聖祈, 155, 7212048, 8736, 0, 0, 55191056, 32978, 13151, 0, 25163, 山陽東郡, 賊
呆丨中蓈, 75, 7097839, 51161, 0, 0, 67126618, 95201, 24218, 0, 28396, 山陽東郡, 七劍
不倦, 67, 6927945, 60854, 917, 0, 64117187, 119645, 18949, 179827, 26990, 山陽東郡, 七劍
浩哥在此, 173, 6769665, 14291, 973, 0, 24982169, 17734, 11066, 272983, 20539, 山陽東郡, 賊
左芸, 96, 6723957, 45655, 350, 0, 62459355, 76289, 11320, 62460, 23160, 山陽東郡, 梟
七劍l年, 105, 6653622, 43806, 338, 0, 55147239, 68307, 19753, 0, 21450, 山陽東郡, 七劍
前田丨慶次, 107, 6483978, 39140, 1008, 0, 45165637, 65533, 16197, 136776, 23760, 山陽東郡, 速農
天兵丨醫聖鵲, 98, 6379634, 49970, 3212, 0, 54432882, 81332, 14807, 85745, 23503, 山陽東郡, 梟
西涼馬孟起, 137, 6239202, 42371, 50, 0, 45416770, 52532, 5844, 21364, 22660, 山陽東郡, 賊
書生奪命劍, 199, 6057525, 0, 1050, 0, 6057525, 0, 1050, 0, 22240, 山陽東郡, 賊
臭雞, 183, 6021999, 6138, 0, 0, 14161779, 19387, 1287, 0, 14353, 東平國, 賊
上官紅塵, 168, 5978529, 17571, 350, 0, 25093538, 33280, 2976, 0, 20810, 山陽東郡, 梟
呆丨野郎, 113, 5607885, 31944, 200, 0, 47003985, 59459, 16720, 173352, 24913, 山陽東郡, 七劍
我想返屋企, 80, 5520505, 58152, 1176, 0, 62560931, 89790, 24804, 0, 28660, 山陽東郡, 天農
賊丨大和, 131, 5500965, 31381, 1295, 0, 34038416, 47206, 9998, 0, 20153, 山陽東郡, 賊
賊丨熊兒, 170, 5480793, 15128, 0, 0, 21339432, 26070, 5036, 171878, 17332, 山陽東郡, 賊
關北军, 143, 5371098, 28421, 925, 0, 57662341, 42369, 13166, 100905, 20380, 山陽東郡, 梟
小赵, 193, 5322625, 4282, 350, 0, 25563493, 7293, 1410, 0, 23310, 山陽東郡, 梟
七劍I睿, 43, 5313052, 79581, 746, 0, 65719130, 157398, 22887, 0, 29380, 山陽東郡, 七劍
軟昨天阮經天, 127, 5187066, 30071, 2329, 0, 47797981, 43537, 20481, 0, 25420, 山陽東郡, 天農
獵火, 150, 4877289, 23270, 1302, 0, 44451383, 30041, 18511, 324056, 19540, 山陽東郡, 賊
幻喵, 65, 4634440, 83188, 2688, 0, 54960904, 126822, 15942, 0, 21650, 山陽東郡, 梟
速農丨柒佰, 163, 4497853, 17328, 700, 0, 23117284, 26953, 1561, 97087, 22583, 山陽東郡, 賊
野原廣志丨, 165, 4423176, 19864, 350, 0, 30441304, 21495, 11179, 0, 18500, 山陽東郡, 梟
酪梨好吃, 64, 4294039, 68836, 1500, 0, 61800647, 125500, 17923, 60249, 21980, 山陽東郡, 天農
酒館丨大GG, 91, 4051008, 43555, 261, 0, 54949522, 88963, 12049, 115681, 23973, 山陽東郡, 梟
天兵丨夜吹雪, 85, 3865210, 44604, 350, 0, 56577514, 76156, 15068, 95816, 22310, 山陽東郡, 梟
战地记者一号, 192, 3752451, 3479, 0, 0, 33420585, 5838, 2728, 0, 17303, 東平國, 梟
速農丨怕囝, 29, 3747854, 75898, 2184, 0, 58514653, 160213, 24493, 201197, 24570, 山陽東郡, 速農
義火之王, 115, 3678752, 25295, 700, 0, 47484815, 43307, 25453, 123832, 17610, 山陽東郡, 賊
低調丨橙, 70, 3505280, 41880, 1428, 55199, 75112406, 104405, 20506, 55199, 30350, 山陽東郡, 速農
雷毅, 186, 3501873, 0, 350, 0, 16506231, 0, 16231, 3357051, 12106, 山陽東郡, 未分組
老剛, 160, 3436300, 13365, 350, 0, 49685713, 43066, 4029, 0, 23250, 山陽東郡, 賊
燕丨詩靈, 197, 3420369, 0, 1050, 0, 10164221, 0, 1050, 85429, 13307, 魯國, 未分組
花丨豆沙餅, 185, 3144644, 16712, 1005, 0, 3144644, 16712, 1005, 0, 16560, 山陽東郡, 天農
西方世界, 180, 2468719, 16789, 350, 0, 6901877, 26775, 2176, 62508, 11509, 山陽東郡, 梟
天兵丨朴彩英, 182, 2221785, 13628, 350, 0, 30033400, 18737, 4060, 0, 17533, 山陽東郡, 梟
鋼鐵頭, 175, 652226, 2529, 0, 0, 23665789, 24139, 3536, 0, 19640, 山陽東郡, 賊
天農丨動物餅, 196, 12972, 0, 0, 1296747, 1599607, 0, 0, 7155839, 4883, 山陽東郡, 小號
夜梟丨日雨, 195, 0, 0, 0, 0, 137371, 0, 0, 13709800, 931, 魯國, 小號
