成員, 貢獻排行, 貢獻本週, 戰功本週, 助攻本週, 捐獻本週, 貢獻總量, 戰功總量, 助攻總量, 捐獻總量, 勢力值, 所屬勢力, 分組
速農丨基囝, 58, 7652192, 21724, 806, 0, 71411710, 63251, 24255, 68703, 24610, 山陽東郡, 速農
北境丨嘯西風, 39, 7307356, 16632, 1485, 0, 65067014, 114768, 11304, 457526, 28120, 山陽東郡, 梟
摆烂丨椰子, 23, 7216072, 17493, 756, 0, 80336621, 84875, 27812, 239735, 29200, 山陽東郡, 速農
速農丨嘴囝, 54, 7202361, 18813, 672, 0, 51733718, 73923, 15097, 124688, 17770, 山陽東郡, 速農
忍者龜, 142, 7101747, 0, 350, 0, 52763104, 31501, 7626, 0, 23842, 山陽東郡, 天農
速農丨曹青, 14, 7047774, 51816, 0, 0, 105428113, 201652, 11561, 0, 35673, 山陽東郡, 速農
速農丨麥秋, 12, 6928602, 35603, 904, 0, 77924022, 150051, 20473, 91510, 30383, 山陽東郡, 速農
Bululu, 103, 6719931, 12988, 1512, 0, 59876643, 36387, 17867, 114020, 25450, 山陽東郡, 天農
白夜行, 138, 6661149, 5706, 0, 0, 48044911, 18199, 18131, 71789, 21380, 山陽東郡, 賊
七劍l富, 15, 6310692, 42805, 1239, 0, 67714487, 165285, 23299, 60685, 30340, 山陽東郡, 七劍
找謝丨武冽, 50, 6178059, 15049, 0, 0, 61583790, 65399, 20144, 0, 28983, 山陽東郡, 速農
低調丨漫天, 141, 6088518, 7418, 693, 0, 40424131, 24561, 10304, 50401, 20106, 山陽東郡, 速農
皇朝, 176, 5831724, 4542, 0, 0, 28389204, 14534, 1501, 0, 21300, 山陽東郡, 梟
七劍I雞, 24, 5813934, 21739, 924, 0, 43737989, 115228, 20137, 0, 22313, 山陽東郡, 七劍
七劍l柯, 52, 5811131, 31700, 1974, 0, 67923660, 90828, 26507, 0, 29163, 山陽東郡, 七劍
七劍l克, 61, 5478696, 16944, 882, 0, 66093407, 94673, 7551, 147269, 26710, 山陽東郡, 七劍
霸道龍王, 73, 5354871, 8367, 350, 0, 69364507, 42963, 16982, 190018, 21990, 山陽東郡, 速農
速農丨微涼風, 4, 5297751, 43184, 350, 0, 70024029, 230339, 10366, 80892, 30430, 山陽東郡, 速農
方圓古風, 116, 5283213, 7855, 0, 0, 35849092, 42463, 9324, 103849, 22060, 山陽東郡, 賊
速農丨小衛, 59, 5273807, 12637, 0, 0, 55750578, 80841, 20578, 367422, 17320, 山陽東郡, 速農
芝士烏龍, 124, 5099118, 69, 1470, 0, 48125115, 21962, 21107, 176957, 24680, 山陽東郡, 天農
雙子, 72, 5077458, 11962, 0, 0, 74154851, 54006, 24412, 150448, 26800, 山陽東郡, 速農
正版周姐轮, 139, 5045448, 5839, 182, 0, 46481420, 26903, 9828, 454087, 25393, 山陽東郡, 天農
RON, 68, 4889412, 24873, 288, 0, 64062656, 81906, 10050, 153031, 22443, 山陽東郡, 速農
速農丨P, 1, 4846477, 49068, 0, 0, 114297949, 343516, 11658, 191349, 31110, 山陽東郡, 速農
香丨賀歷斯, 97, 4817562, 6711, 504, 0, 75798808, 56480, 10185, 0, 29743, 山陽東郡, 速農
內塔尼夜壺, 2, 4765812, 79549, 0, 0, 96894009, 277483, 11582, 0, 32750, 山陽東郡, 速農
天兵丨sku, 185, 4750911, 0, 504, 0, 25691105, 7454, 1932, 118724, 19900, 東平國, 梟
帥哥大蘭交, 26, 4665210, 31247, 3213, 0, 77687141, 126586, 33688, 0, 31210, 山陽東郡, 賊
無敵の螢火蟲, 33, 4641396, 51495, 0, 0, 75186096, 137327, 2444, 201406, 29880, 山陽東郡, 速農
不倦, 66, 4637589, 15290, 917, 0, 61826831, 74081, 18949, 179827, 26879, 山陽東郡, 七劍
天堂烏, 190, 4597803, 0, 0, 0, 16318151, 2873, 1986, 0, 14158, 山陽東郡, 天農
左晴嵐, 108, 4586787, 3780, 1736, 0, 44179723, 23244, 30584, 162523, 25040, 山陽東郡, 天農
速農丨比利, 10, 4566092, 55337, 1470, 0, 91103539, 191166, 17802, 0, 28986, 山陽東郡, 速農
呆丨吉芸若, 100, 4365770, 5638, 1904, 0, 32382271, 26131, 20926, 0, 18330, 山陽東郡, 七劍
賊丨小珠, 159, 4360143, 6215, 602, 0, 22908887, 20228, 4766, 0, 15700, 山陽東郡, 賊
天兵丨詩延夢, 183, 4338012, 6273, 350, 0, 29436186, 8537, 1214, 0, 17720, 東平國, 梟
農夫騎赤兔, 94, 4334676, 23368, 350, 0, 39840889, 60591, 5673, 142672, 20809, 山陽東郡, 速農
馬甲丨傲西狼, 189, 4302140, 1295, 35, 0, 19002897, 4114, 656, 35524, 17336, 東平國, 賊
件衫跌緊落嚟, 70, 4281481, 15828, 756, 0, 77558172, 68390, 19998, 0, 26053, 山陽東郡, 天農
公益金牛, 99, 4278105, 9100, 1890, 0, 54319997, 34145, 28383, 0, 26516, 山陽東郡, 速農
義丨蚵仔煎, 194, 4272441, 0, 350, 0, 16385178, 32, 1151, 153135, 14600, 東平國, 天農
小妹天天, 45, 4255266, 21212, 2142, 0, 60444225, 95112, 18601, 34054, 23950, 山陽東郡, 天農
賊霸王鮮果汁, 148, 4134132, 8216, 252, 0, 19575185, 30204, 2213, 0, 17310, 山陽東郡, 賊
方圓姜子牙, 111, 4130511, 852, 0, 0, 35275454, 29346, 8352, 92257, 23230, 山陽東郡, 賊
夜梟丨南宮, 130, 4057884, 11202, 1491, 0, 28827666, 17766, 20155, 125142, 18703, 山陽東郡, 梟
胡言亂語, 144, 4047930, 4145, 0, 0, 17788098, 21823, 8194, 20499, 18520, 山陽東郡, 梟
内塔尼夜壺, 8, 4043153, 66831, 0, 0, 63702660, 212022, 13060, 210737, 26250, 山陽東郡, 速農
花丨咖哩餅, 106, 4010493, 2847, 1512, 0, 40930953, 36437, 21747, 123590, 18530, 山陽東郡, 天農
心如刀割, 120, 4010154, 8827, 1155, 0, 32460915, 33905, 7743, 0, 20730, 山陽東郡, 梟
夜丨kh, 126, 3898719, 4108, 2100, 0, 48365250, 23849, 15781, 312161, 24450, 山陽東郡, 梟
咩咕咩咕雪兔, 140, 3861153, 9011, 1137, 0, 32771671, 31000, 7592, 0, 21830, 山陽東郡, 天農
速農丨蒙面俠, 18, 3824660, 50473, 0, 0, 69294818, 165245, 15766, 472912, 24590, 山陽東郡, 速農
SP香奈兒, 38, 3798327, 25818, 605, 0, 92053387, 97240, 16662, 167655, 30556, 山陽東郡, 速農
賊丨宮砂曉, 107, 3792219, 7485, 252, 0, 43000238, 35296, 17659, 295267, 18493, 山陽東郡, 賊
低調丨添香, 69, 3786075, 13634, 2679, 0, 37637140, 69479, 17711, 64880, 24189, 山陽東郡, 速農
天兵丨不倒翁, 187, 3752809, 1664, 0, 0, 26842212, 5981, 1924, 0, 17583, 東平國, 梟
賊丨墊神, 161, 3720894, 5792, 2352, 0, 31021935, 10895, 13167, 1335147, 19230, 山陽東郡, 賊
費明奴, 191, 3717007, 334, 0, 0, 24748397, 5017, 1050, 0, 19540, 山陽東郡, 賊
七剑l龍, 32, 3710559, 30879, 1890, 0, 69746844, 96177, 30505, 87461, 26596, 山陽東郡, 七劍
關北军, 132, 3708729, 10997, 890, 0, 55999972, 24945, 13131, 100905, 19880, 山陽東郡, 梟
夜梟丨臥好, 155, 3688839, 6406, 0, 0, 46288106, 21449, 9073, 253094, 24306, 山陽東郡, 梟
兆, 121, 3661080, 12754, 350, 0, 48293536, 32898, 12812, 0, 21333, 山陽東郡, 速農
呆呆明主, 112, 3571146, 6664, 1963, 0, 19869708, 45868, 5061, 22997, 18190, 山陽東郡, 梟
酒館丨蜘蛛, 34, 3530034, 9093, 1008, 0, 42859180, 72028, 24045, 225171, 24480, 山陽東郡, 速農
速農丨大吉, 3, 3516513, 63475, 899, 0, 78562154, 194327, 19200, 158360, 28140, 山陽東郡, 速農
內塔夜尼壺, 9, 3479998, 56037, 62, 0, 78947871, 194799, 20239, 0, 30070, 山陽東郡, 速農
夜梟丨Slb, 146, 3450705, 4390, 952, 0, 36585566, 22576, 8796, 298482, 21393, 山陽東郡, 梟
狂濤, 153, 3438465, 4697, 2184, 0, 20139861, 27013, 5618, 197507, 19306, 山陽東郡, 賊
諸戩, 125, 3437460, 11499, 0, 0, 20329199, 43858, 2033, 221647, 21890, 山陽東郡, 梟
呆丨中蓈, 79, 3415836, 4594, 0, 0, 63444615, 48634, 24218, 0, 28518, 山陽東郡, 七劍
小赵, 192, 3388987, 814, 0, 0, 23629855, 3825, 1060, 0, 22843, 東平國, 梟
七劍l朱, 53, 3386673, 18989, 0, 0, 65858072, 96069, 11123, 128634, 29956, 山陽東郡, 七劍
大輝, 150, 3259602, 6040, 0, 0, 62520618, 33070, 3242, 0, 28590, 山陽東郡, 速農
以武再會友, 164, 3233565, 1488, 0, 0, 30681914, 15024, 2274, 133565, 18440, 山陽東郡, 速農
呆丨子瑜, 13, 3231795, 50117, 0, 0, 62556680, 184536, 8367, 628802, 28690, 山陽東郡, 七劍
七劍l霍, 35, 3230080, 22717, 0, 0, 54791046, 105815, 21231, 0, 27300, 山陽東郡, 七劍
米乂雅嘎靡, 47, 3224612, 41036, 0, 0, 56608714, 105626, 11623, 0, 26490, 山陽東郡, 七劍
前田丨慶次, 85, 3124233, 23771, 1008, 0, 41805892, 50164, 16197, 136776, 23600, 山陽東郡, 速農
常樂, 117, 3113184, 4430, 1512, 0, 22355081, 13233, 17267, 651995, 15250, 山陽東郡, 賊
夜梟丨冬雪, 119, 3102936, 6158, 1106, 0, 28025203, 27422, 10160, 0, 19606, 山陽東郡, 梟
七劍l狀, 40, 3101970, 25517, 0, 0, 55065787, 94515, 22663, 0, 27080, 山陽東郡, 七劍
皇道丨滾球獸, 133, 3055377, 11794, 0, 0, 26945274, 30517, 7125, 32305, 23820, 山陽東郡, 天農
芋妮布丁, 91, 3033852, 13431, 0, 0, 51379663, 41454, 22310, 212789, 25170, 山陽東郡, 天農
胡說八道, 173, 3031077, 2477, 350, 0, 10467902, 17950, 2067, 21882, 13850, 山陽東郡, 梟
慈善羚羊, 123, 3028098, 2179, 0, 0, 46440795, 33848, 13167, 47861, 21010, 山陽東郡, 速農
七剑l强, 28, 3022878, 26483, 0, 0, 69946302, 113340, 21371, 0, 26670, 山陽東郡, 七劍
赤梟丨三皇, 177, 3014616, 280, 0, 0, 23450475, 5508, 10990, 0, 19236, 山陽東郡, 梟
七劍l書, 89, 2996546, 14735, 0, 0, 50539186, 57246, 13050, 90495, 25510, 山陽東郡, 七劍
速農丨飄渺風, 60, 2994042, 20352, 1512, 0, 41440123, 77337, 23068, 66696, 20821, 山陽東郡, 速農
魔項羽, 5, 2982489, 59606, 0, 0, 71414542, 231183, 11969, 0, 28220, 山陽東郡, 速農
箂, 44, 2935404, 46174, 350, 0, 53523504, 106414, 12461, 118074, 22213, 山陽東郡, 速農
皇道丨製酒仙, 160, 2910534, 4170, 504, 0, 26940826, 19464, 7029, 29307, 22470, 山陽東郡, 天農
甘草瓜子, 172, 2905451, 0, 0, 0, 26053258, 17109, 1201, 61187, 20173, 東平國, 天農
李健豪, 86, 2890401, 12109, 0, 0, 49970043, 64003, 5834, 114847, 21442, 山陽東郡, 梟
西涼馬孟起, 149, 2887731, 15810, 0, 0, 42065299, 25971, 5794, 21364, 21540, 山陽東郡, 賊
賊丨熊兒, 167, 2864259, 4973, 0, 0, 18722898, 15915, 5036, 171878, 16506, 山陽東郡, 賊
夜梟丨鳳, 84, 2861121, 10987, 952, 0, 28116368, 47033, 20301, 163147, 27100, 山陽東郡, 梟
速農丨柒佰, 163, 2831001, 403, 0, 0, 21450432, 10028, 861, 97087, 21100, 山陽東郡, 賊
蔓, 77, 2806314, 18795, 1512, 0, 44493395, 55291, 16390, 92199, 23030, 山陽東郡, 梟
龍捲丨風, 17, 2789607, 44476, 413, 0, 71972027, 185448, 23263, 132099, 28773, 山陽東郡, 速農
呆丨屍符, 21, 2683783, 37087, 756, 0, 82220215, 140623, 19726, 12263, 30910, 山陽東郡, 七劍
七劍l蠻, 93, 2603670, 12446, 756, 0, 48651307, 36621, 19929, 193662, 27860, 山陽東郡, 七劍
七劍l緊, 41, 2599115, 21404, 483, 0, 53043120, 87674, 20178, 93731, 26310, 山陽東郡, 七劍
速農丨様囝, 71, 2552667, 25104, 1718, 0, 40072318, 65905, 20128, 219220, 22420, 山陽東郡, 速農
皮蛋豆腐, 165, 2529999, 4038, 1361, 0, 19704149, 14030, 5759, 23909, 18660, 山陽東郡, 梟
RAP孔明, 145, 2513841, 4243, 1365, 0, 18208096, 21276, 9191, 155334, 18633, 山陽東郡, 賊
逸後, 122, 2471151, 12679, 1622, 0, 18613487, 31508, 10711, 0, 25803, 山陽東郡, 梟
名是但啦, 158, 2460155, 3010, 2240, 0, 13800416, 20616, 5207, 0, 18710, 山陽東郡, 梟
夜梟丨知金, 128, 2458965, 8841, 1043, 0, 28945830, 28600, 8366, 0, 20499, 山陽東郡, 梟
一粒米, 118, 2451759, 5286, 777, 0, 45182408, 30190, 15742, 281893, 21600, 山陽東郡, 天農
軟昨天阮經天, 110, 2420214, 18047, 1944, 0, 45031129, 31513, 20096, 0, 25180, 山陽東郡, 天農
鹹酥雞, 63, 2401926, 26855, 0, 0, 72417501, 69900, 11678, 40413, 27033, 山陽東郡, 賊
速農丨中吉, 16, 2400558, 43258, 686, 0, 82095790, 141043, 27733, 200975, 29570, 山陽東郡, 速農
夜梟丨知銀, 98, 2393635, 7689, 1641, 0, 33316392, 20830, 25257, 28111, 21050, 山陽東郡, 梟
賊の賢, 127, 2382342, 8053, 0, 0, 30924694, 32752, 10342, 0, 15530, 山陽東郡, 賊
賊丨本心, 156, 2364183, 2695, 0, 0, 28134082, 20766, 9780, 162582, 12890, 山陽東郡, 賊
沐血龔, 114, 2339190, 5011, 1048, 0, 35855955, 26423, 26370, 181822, 22520, 山陽東郡, 天農
候希白, 154, 2327915, 8282, 1370, 0, 41464287, 13754, 18998, 65163, 17960, 山陽東郡, 速農
低調丨銅怪, 29, 2323627, 28793, 1428, 0, 74151585, 105615, 17720, 124614, 26402, 山陽東郡, 速農
楓丨知秋, 147, 2304227, 3308, 0, 250316, 23425059, 22584, 9549, 878285, 19103, 山陽東郡, 梟
王小羽, 36, 2293017, 17314, 980, 0, 59214646, 72802, 27223, 236397, 26530, 山陽東郡, 速農
關天澄, 87, 2266850, 4559, 2142, 0, 43044126, 26299, 30655, 83340, 25223, 山陽東郡, 天農
義丨河了貂, 75, 2265618, 7131, 1512, 0, 30666346, 26377, 29045, 714016, 14040, 山陽東郡, 天農
赤梟丨明智, 92, 2255709, 6255, 0, 0, 35254315, 38491, 13072, 222506, 19973, 山陽東郡, 賊
速農丨刀魔, 102, 2227716, 4177, 700, 0, 28739244, 43187, 11068, 244263, 15956, 山陽東郡, 賊
幻喵, 57, 2190588, 43826, 2268, 0, 52517052, 87460, 15522, 0, 20391, 山陽東郡, 梟
小雞君, 175, 2182290, 1805, 0, 0, 28407303, 7284, 11543, 0, 17940, 東平國, 七劍
雞脾薯條, 129, 1992483, 10914, 1776, 0, 14241989, 32790, 6335, 26753, 16920, 山陽東郡, 梟
賊丨宮砂毀, 80, 1969999, 12678, 0, 0, 39608874, 49905, 23609, 313013, 19616, 山陽東郡, 賊
路過的生命體, 51, 1936395, 27135, 1862, 0, 58634160, 78843, 16959, 26579, 25029, 山陽東郡, 梟
黃雀先生, 27, 1883247, 21807, 0, 0, 50678359, 95389, 27641, 413407, 22960, 山陽東郡, 七劍
老苦, 137, 1766808, 2197, 0, 0, 18153256, 35552, 1676, 220729, 22378, 山陽東郡, 梟
獵火, 151, 1733448, 7954, 952, 0, 41307542, 14725, 18161, 324056, 19590, 山陽東郡, 賊
贼丨登神, 179, 1712454, 0, 0, 0, 19189192, 10681, 2882, 157127, 16570, 山陽東郡, 賊
方圓戴歐克法, 46, 1634916, 17467, 350, 0, 54043051, 63977, 28861, 211371, 25509, 山陽東郡, 賊
呆丨道友, 20, 1632681, 24341, 476, 0, 76062127, 125542, 22063, 0, 28570, 山陽東郡, 七劍
夜梟丨韓豚寶, 169, 1628441, 5128, 0, 0, 23947076, 18648, 3794, 0, 16940, 山陽東郡, 梟
公孫明策, 184, 1603752, 5291, 35, 0, 21236469, 12472, 2165, 0, 18340, 山陽東郡, 梟
七劍l哈, 96, 1597854, 24419, 0, 0, 51076961, 63895, 3454, 165637, 28680, 山陽東郡, 七劍
炭烤极光, 81, 1573806, 8412, 451, 0, 27852751, 38401, 24647, 346200, 16883, 山陽東郡, 天農
夜梟丨姐夫, 162, 1560210, 5134, 0, 0, 29027763, 21822, 4179, 0, 20573, 山陽東郡, 梟
teoh, 135, 1511217, 4080, 2453, 0, 33136544, 19856, 20782, 65411, 23469, 山陽東郡, 天農
夜梟丨青天, 105, 1505393, 3676, 0, 0, 35003303, 42066, 8093, 64678, 20550, 山陽東郡, 梟
我想返屋企, 83, 1448895, 11788, 1176, 0, 58489321, 43426, 24804, 0, 27900, 山陽東郡, 天農
速農丨伊蕾娜, 22, 1427690, 28566, 1316, 0, 66869236, 157975, 13785, 0, 30300, 山陽東郡, 速農
上官紅塵, 170, 1384020, 3197, 0, 0, 20499029, 18906, 2626, 0, 20790, 山陽東郡, 梟
酪梨好吃, 65, 1347200, 16559, 0, 0, 58853808, 73223, 16423, 60249, 20930, 山陽東郡, 天農
左芸, 95, 1332072, 13076, 350, 0, 57067470, 43710, 11320, 62460, 22760, 山陽東郡, 梟
浩哥在此, 171, 1293066, 4191, 938, 0, 19505570, 7634, 11031, 272983, 19106, 山陽東郡, 賊
速農丨樣囝, 31, 1267971, 20278, 1512, 0, 49490445, 107387, 22901, 73183, 27250, 山陽東郡, 速農
天兵丨醫聖鵲, 104, 1231836, 13486, 2374, 0, 49285084, 44848, 13969, 85745, 21960, 山陽東郡, 梟
賊丨大和, 136, 1198959, 4542, 1260, 0, 29736410, 20367, 9963, 0, 20000, 山陽東郡, 賊
低調丨橙, 49, 1186817, 17500, 1428, 55199, 72793943, 80025, 20506, 55199, 30390, 山陽東郡, 速農
天兵丨夜吹雪, 76, 1179846, 17070, 0, 0, 53892150, 48622, 14718, 95816, 20130, 山陽東郡, 梟
速農丨青蛙, 152, 1138197, 0, 0, 0, 29462295, 3532, 19958, 299880, 22233, 山陽東郡, 天農
七劍l年, 109, 1001073, 12105, 338, 0, 49494690, 36606, 19753, 0, 21390, 山陽東郡, 七劍
七劍I睿, 42, 873237, 17471, 476, 0, 61279315, 95288, 22617, 0, 28700, 山陽東郡, 七劍
呆丨野郎, 115, 867489, 6056, 0, 0, 42263589, 33571, 16520, 173352, 24156, 山陽東郡, 七劍
战地记者一号, 188, 865500, 0, 0, 0, 30533634, 2359, 2728, 0, 17303, 東平國, 梟
老剛, 143, 861106, 4573, 0, 0, 47110519, 34274, 3679, 0, 23190, 山陽東郡, 賊
農民丨聖祈, 134, 825819, 1485, 0, 0, 48804827, 25727, 13151, 0, 24323, 山陽東郡, 賊
夜梟丨沐日, 197, 806405, 0, 0, 0, 2100776, 0, 0, 0, 5406, 魯國, 天農
義火之王, 101, 711631, 8552, 0, 0, 44517694, 26564, 24753, 123832, 17190, 山陽東郡, 賊
西方世界, 186, 704133, 422, 0, 0, 5137291, 10408, 1826, 62508, 9020, 山陽東郡, 梟
天兵丨朴彩英, 181, 595260, 5328, 0, 0, 28406875, 10437, 3710, 0, 17533, 山陽東郡, 梟
花丨豆沙餅, 193, 569940, 450, 350, 0, 569940, 450, 350, 0, 14406, 山陽東郡, 未分組
酒館丨大GG, 82, 547032, 10826, 261, 0, 51445546, 56234, 12049, 115681, 23593, 山陽東郡, 梟
速農丨怕囝, 25, 399705, 7999, 2184, 0, 55166504, 92314, 24493, 201197, 24820, 山陽東郡, 速農
雷毅, 174, 394860, 0, 0, 0, 13399218, 0, 15881, 3357051, 11351, 山陽東郡, 未分組
野原廣志丨, 168, 285951, 3777, 350, 0, 26304079, 5408, 11179, 0, 16396, 東平國, 梟
燕丨詩靈, 196, 282537, 0, 350, 0, 7026389, 0, 350, 85429, 11095, 魯國, 未分組
鋼鐵頭, 157, 243291, 1659, 0, 0, 23256854, 23269, 3536, 0, 19660, 山陽東郡, 賊
南得拉, 198, 24252, 0, 0, 2105607, 160451, 0, 0, 2649329, 875, 魯國, 小號
臭雞, 180, 7161, 67, 0, 0, 8146941, 13316, 1287, 0, 14369, 東平國, 賊
天農丨動物餅, 195, 0, 0, 0, 0, 1586635, 0, 0, 5859092, 4886, 山陽東郡, 小號
