成員, 貢獻排行, 貢獻本週, 戰功本週, 助攻本週, 捐獻本週, 貢獻總量, 戰功總量, 助攻總量, 捐獻總量, 勢力值, 所屬勢力, 分組
酒館丨蜘蛛, 41, 11581887, 21961, 1008, 0, 50911033, 84896, 24045, 225171, 24440, 山陽東郡, 速農
速農丨基囝, 56, 11367545, 48296, 806, 0, 75127063, 89823, 24255, 68703, 24610, 山陽東郡, 速農
北境丨嘯西風, 33, 11101845, 58402, 1485, 386742, 68861503, 156538, 11304, 844268, 28120, 山陽東郡, 梟
七劍l克, 52, 10904562, 49473, 882, 0, 71519273, 127202, 7551, 147269, 26530, 山陽東郡, 七劍
速農丨微涼風, 9, 10559769, 72814, 350, 0, 75286047, 259969, 10366, 80892, 30410, 山陽東郡, 速農
速農丨麥秋, 14, 10254069, 62098, 904, 0, 81249489, 176546, 20473, 91510, 30343, 山陽東郡, 速農
速農丨嘴囝, 51, 9865334, 47241, 672, 0, 54396691, 102351, 15097, 124688, 17750, 山陽東郡, 速農
找謝丨武冽, 53, 9772989, 36787, 0, 0, 65178720, 87137, 20144, 0, 29003, 山陽東郡, 速農
方圓姜子牙, 114, 9687948, 5836, 700, 0, 40832891, 34330, 9052, 92257, 23090, 山陽東郡, 賊
花丨羊羊, 80, 9629826, 42993, 1008, 0, 66066878, 63018, 14284, 0, 27162, 山陽東郡, 天農
Bululu, 103, 9573186, 23791, 1512, 0, 62729898, 47190, 17867, 114020, 25470, 山陽東郡, 天農
方圓古風, 121, 9512916, 13769, 0, 0, 40078795, 48377, 9324, 103849, 22100, 山陽東郡, 賊
天兵丨不倒翁, 184, 9509669, 7301, 0, 0, 32599072, 11618, 1924, 0, 17583, 東平國, 梟
白夜行, 138, 9504384, 13117, 350, 0, 50888146, 25610, 18481, 71789, 21600, 山陽東郡, 賊
七劍I雞, 28, 9467007, 45050, 924, 0, 47391062, 138539, 20137, 0, 22293, 山陽東郡, 七劍
件衫跌緊落嚟, 55, 9345892, 61721, 806, 0, 82622583, 114283, 20048, 0, 26406, 山陽東郡, 天農
無敵の螢火蟲, 25, 9192687, 98668, 0, 0, 79737387, 184500, 2444, 201406, 30633, 山陽東郡, 速農
速農丨蒙面俠, 16, 9171671, 104147, 350, 408258, 74641829, 218919, 16116, 881170, 24630, 山陽東郡, 速農
大輝, 128, 9171639, 26600, 0, 0, 68432655, 53630, 3242, 0, 29273, 山陽東郡, 速農
正版周姐轮, 135, 9129876, 14536, 182, 0, 50565848, 35600, 9828, 454087, 25393, 山陽東郡, 天農
速農丨比利, 11, 8865089, 88480, 1505, 0, 95402536, 224309, 17837, 0, 29146, 山陽東郡, 速農
芝士烏龍, 127, 8710560, 9846, 1470, 0, 51736557, 31739, 21107, 176957, 25303, 山陽東郡, 天農
夜梟丨臥好, 133, 8602138, 27009, 0, 0, 51201405, 42052, 9073, 253094, 25826, 山陽東郡, 梟
速農丨刀魔, 108, 8576687, 12936, 700, 0, 35088215, 51946, 11068, 244263, 15956, 山陽東郡, 賊
心如刀割, 116, 8434791, 20431, 1155, 0, 36885552, 45509, 7743, 0, 20650, 山陽東郡, 梟
速農丨大吉, 4, 8314082, 111773, 999, 0, 83359723, 242625, 19300, 158360, 29646, 山陽東郡, 速農
呆丨吉芸若, 100, 8300960, 15241, 1904, 0, 36317461, 35734, 20926, 0, 18430, 山陽東郡, 七劍
帥哥大蘭交, 27, 8271327, 57550, 3213, 0, 81293258, 152889, 33688, 0, 31210, 山陽東郡, 賊
義丨蚵仔煎, 194, 8121099, 0, 350, 0, 20233836, 32, 1151, 153135, 14700, 東平國, 天農
霸道龍王, 73, 8054538, 30534, 350, 0, 72064174, 65130, 16982, 190018, 23229, 山陽東郡, 速農
內塔尼夜壺, 2, 8044931, 138789, 0, 0, 100173128, 336723, 11582, 0, 33150, 山陽東郡, 速農
公益金牛, 102, 8043894, 17202, 1925, 0, 58085786, 42247, 28418, 0, 26710, 山陽東郡, 速農
天堂烏, 187, 7887669, 7265, 1050, 0, 19608017, 10138, 3036, 0, 16312, 山陽東郡, 天農
夜丨kh, 126, 7734213, 16421, 2100, 0, 52200744, 36162, 15781, 312161, 24480, 山陽東郡, 梟
龍捲丨風, 17, 7720954, 90051, 413, 0, 76903374, 231023, 23263, 132099, 28821, 山陽東郡, 速農
天兵丨sku, 188, 7584759, 2613, 539, 0, 28524953, 10067, 1967, 118724, 20220, 東平國, 梟
方圓戴歐克法, 46, 7576047, 40164, 350, 0, 59984182, 86674, 28861, 211371, 26113, 山陽東郡, 賊
一粒米, 120, 7553493, 13489, 812, 0, 50284142, 38393, 15777, 281893, 22569, 山陽東郡, 天農
義丨河了貂, 87, 7552767, 9816, 1512, 0, 35953495, 29062, 29045, 714016, 14200, 山陽東郡, 天農
夜梟丨Slb, 153, 7547178, 8275, 1187, 0, 40682039, 26461, 9031, 298482, 21940, 山陽東郡, 梟
香丨賀歷斯, 92, 7503966, 23214, 504, 0, 78485212, 72983, 10185, 0, 29703, 山陽東郡, 速農
花丨咖哩餅, 112, 7489359, 9558, 1512, 0, 44409819, 43148, 21747, 123590, 18770, 山陽東郡, 天農
鹹酥雞, 40, 7488617, 76236, 1700, 0, 77504192, 119281, 13378, 40413, 26996, 山陽東郡, 賊
狂濤, 152, 7480823, 11527, 2184, 156284, 24182219, 33843, 5618, 353791, 19563, 山陽東郡, 賊
夜梟丨南宮, 131, 7458765, 22053, 1491, 0, 32228547, 28617, 20155, 125142, 19803, 山陽東郡, 梟
速農丨中吉, 12, 7148754, 99265, 686, 0, 86843986, 197050, 27733, 200975, 30110, 山陽東郡, 速農
七剑l龍, 34, 7125597, 58028, 1958, 0, 73161882, 123326, 30573, 87461, 27913, 山陽東郡, 七劍
候希白, 147, 7066925, 17057, 1570, 0, 46203297, 22529, 19198, 65163, 17720, 山陽東郡, 速農
農夫騎赤兔, 90, 7053618, 42885, 350, 0, 42559831, 80108, 5673, 142672, 20826, 山陽東郡, 速農
低調丨添香, 71, 7023816, 34559, 2679, 0, 40874881, 90404, 17711, 64880, 24169, 山陽東郡, 速農
SP香奈兒, 35, 6994156, 57419, 605, 0, 95249216, 128841, 16662, 167655, 30576, 山陽東郡, 速農
速農丨飄渺風, 63, 6949932, 39883, 1547, 0, 45396013, 96868, 23103, 66696, 21621, 山陽東郡, 速農
馬甲丨傲西狼, 181, 6888033, 13559, 135, 0, 21588790, 16378, 756, 35524, 18300, 東平國, 賊
低調丨漫天, 129, 6865965, 22975, 693, 0, 41201578, 40118, 10304, 50401, 20126, 山陽東郡, 速農
RON, 59, 6800864, 62193, 323, 0, 65974108, 119226, 10085, 153031, 22423, 山陽東郡, 速農
兆, 125, 6770436, 20217, 350, 0, 51402892, 40361, 12812, 0, 21330, 山陽東郡, 速農
小妹天天, 42, 6745533, 48969, 2142, 0, 62934492, 122869, 18601, 34054, 24130, 山陽東郡, 天農
速農丨小衛, 58, 6738335, 37126, 0, 0, 57215106, 105330, 20578, 367422, 18180, 山陽東郡, 速農
内塔尼夜壺, 8, 6685196, 109742, 0, 0, 66344703, 254933, 13060, 210737, 26660, 山陽東郡, 速農
李健豪, 82, 6587949, 32195, 0, 0, 53667591, 84089, 5834, 114847, 21882, 山陽東郡, 梟
內塔夜尼壺, 7, 6510645, 106978, 652, 0, 81978518, 245740, 20829, 0, 30593, 山陽東郡, 速農
諸戩, 134, 6480453, 17526, 350, 0, 23372192, 49885, 2383, 221647, 21730, 山陽東郡, 梟
以武再會友, 163, 6427617, 7001, 0, 0, 33875966, 20537, 2274, 133565, 18440, 山陽東郡, 速農
關天澄, 95, 6379013, 15172, 2177, 0, 47156289, 36912, 30690, 83340, 25526, 山陽東郡, 天農
雙子, 72, 6326405, 34496, 0, 0, 75403798, 76540, 24412, 150448, 27120, 山陽東郡, 速農
七劍l緊, 44, 6313758, 39191, 483, 0, 56757763, 105461, 20178, 93731, 26930, 山陽東郡, 七劍
天兵丨詩延夢, 186, 6279231, 7635, 350, 0, 31377405, 9899, 1214, 0, 17880, 東平國, 梟
費明奴, 190, 6158861, 4592, 0, 0, 27190251, 9275, 1050, 0, 20623, 山陽東郡, 賊
呆丨屍符, 19, 6152387, 83874, 1126, 0, 85688819, 187410, 20096, 12263, 31310, 山陽東郡, 七劍
賊丨小珠, 162, 6123537, 8078, 722, 0, 24672281, 22091, 4886, 0, 15720, 山陽東郡, 賊
夜梟丨韓豚寶, 173, 6095372, 7307, 0, 0, 28414007, 20827, 3794, 0, 19000, 山陽東郡, 梟
呆丨子瑜, 15, 6084245, 80085, 400, 0, 65409130, 214504, 8767, 628802, 29060, 山陽東郡, 七劍
夜梟丨知銀, 109, 6083050, 11969, 1641, 0, 37005807, 25110, 25257, 28111, 21050, 山陽東郡, 梟
赤梟丨明智, 86, 6075963, 27514, 0, 0, 39074569, 59750, 13072, 222506, 19973, 山陽東郡, 賊
魔項羽, 5, 6054096, 123309, 350, 0, 74486149, 294886, 12319, 0, 28200, 山陽東郡, 速農
左晴嵐, 105, 6011088, 19737, 1836, 0, 45604024, 39201, 30684, 162523, 25040, 山陽東郡, 天農
賊丨墊神, 167, 6001359, 7145, 2352, 0, 33302400, 12248, 13167, 1335147, 19690, 山陽東郡, 賊
夜梟丨鳳, 91, 5925432, 24718, 1487, 0, 31180679, 60764, 20836, 163147, 27100, 山陽東郡, 梟
沐血龔, 113, 5886726, 14576, 1098, 0, 39403491, 35988, 26420, 181822, 22523, 山陽東郡, 天農
七劍l霍, 37, 5853094, 41753, 350, 0, 57414060, 124851, 21581, 0, 27460, 山陽東郡, 七劍
常樂, 124, 5783088, 10515, 1512, 0, 25024985, 19318, 17267, 651995, 15410, 山陽東郡, 賊
RAP孔明, 146, 5768208, 10010, 1365, 0, 21462463, 27043, 9191, 155334, 18633, 山陽東郡, 賊
赤梟丨三皇, 176, 5723578, 10643, 0, 0, 26159437, 15871, 10990, 0, 21578, 山陽東郡, 梟
不倦, 67, 5622672, 34749, 917, 0, 62811914, 93540, 18949, 179827, 26856, 山陽東郡, 七劍
七剑l强, 32, 5590972, 46849, 610, 0, 72514396, 133706, 21981, 0, 26850, 山陽東郡, 七劍
黃雀先生, 23, 5582232, 69836, 947, 0, 54377344, 143418, 28588, 413407, 22960, 山陽東郡, 七劍
慈善羚羊, 123, 5507457, 13968, 350, 0, 48920154, 45637, 13517, 47861, 20870, 山陽東郡, 速農
胡言亂語, 148, 5502742, 9047, 0, 0, 19242910, 26725, 8194, 20499, 18720, 山陽東郡, 梟
賊丨本心, 159, 5459772, 7813, 0, 0, 31229671, 25884, 9780, 162582, 13676, 山陽東郡, 賊
前田丨慶次, 98, 5398701, 29015, 1008, 0, 44080360, 55408, 16197, 136776, 23760, 山陽東郡, 速農
芋妮布丁, 93, 5394795, 29844, 350, 0, 53740606, 57867, 22660, 212789, 26940, 山陽東郡, 天農
呆呆明主, 101, 5369550, 21717, 1963, 0, 21668112, 60921, 5061, 22997, 19293, 山陽東郡, 梟
賊霸王鮮果汁, 140, 5190468, 19260, 252, 0, 20631521, 41248, 2213, 0, 17330, 山陽東郡, 賊
名是但啦, 161, 5112683, 6673, 2240, 0, 16452944, 24279, 5207, 0, 18730, 山陽東郡, 梟
皮蛋豆腐, 157, 5108925, 16831, 1361, 0, 22283075, 26823, 5759, 23909, 18626, 山陽東郡, 梟
米乂雅嘎靡, 47, 5042420, 64112, 0, 0, 58426522, 128702, 11623, 0, 26673, 山陽東郡, 七劍
速農丨様囝, 75, 4971894, 41865, 1718, 0, 42491545, 82666, 20128, 219220, 22400, 山陽東郡, 速農
夜梟丨姐夫, 165, 4912077, 7611, 0, 0, 32379630, 24299, 4179, 0, 20576, 山陽東郡, 梟
皇道丨製酒仙, 160, 4907859, 10963, 504, 0, 28938151, 26257, 7029, 29307, 22550, 山陽東郡, 天農
七劍l蠻, 97, 4905246, 23002, 756, 0, 50952883, 47177, 19929, 193662, 28500, 山陽東郡, 七劍
七劍l朱, 54, 4866242, 42071, 620, 66811, 67337641, 119151, 11743, 195445, 29979, 山陽東郡, 七劍
咩咕咩咕雪兔, 151, 4800756, 11236, 1137, 0, 33711274, 33225, 7592, 0, 21853, 山陽東郡, 天農
皇道丨滾球獸, 117, 4754677, 31622, 0, 0, 28644574, 50345, 7125, 32305, 23980, 山陽東郡, 天農
雞脾薯條, 136, 4735692, 14971, 1776, 0, 16985198, 36847, 6335, 26753, 16920, 山陽東郡, 梟
夜梟丨青天, 107, 4734083, 13216, 0, 0, 38231993, 51606, 8093, 64678, 21156, 山陽東郡, 梟
賊丨宮砂曉, 104, 4675920, 18886, 252, 0, 43883939, 46697, 17659, 295267, 18673, 山陽東郡, 賊
七劍l狀, 45, 4654987, 42487, 0, 0, 56618804, 111485, 22663, 0, 27240, 山陽東郡, 七劍
teoh, 139, 4634455, 10096, 2603, 0, 36259782, 25872, 20932, 65411, 23939, 山陽東郡, 天農
王小羽, 36, 4539345, 42999, 980, 0, 61460974, 98487, 27223, 236397, 26530, 山陽東郡, 速農
夜梟丨知金, 137, 4524409, 11904, 1043, 0, 31011274, 31663, 8366, 0, 20505, 山陽東郡, 梟
箂, 43, 4508955, 69631, 350, 0, 55097055, 129871, 12461, 118074, 22173, 山陽東郡, 速農
蔓, 79, 4448817, 30928, 1697, 0, 46135898, 67424, 16575, 92199, 23830, 山陽東郡, 梟
贼丨登神, 177, 4387152, 4034, 0, 0, 21863890, 14715, 2882, 157127, 16670, 山陽東郡, 賊
炭烤极光, 78, 4384660, 25505, 1586, 0, 30663605, 55494, 25782, 346200, 17323, 山陽東郡, 天農
速農丨伊蕾娜, 21, 4327517, 67295, 1316, 0, 69769063, 196704, 13785, 0, 30300, 山陽東郡, 速農
小赵, 192, 4306384, 3653, 0, 0, 24547252, 6664, 1060, 0, 23290, 山陽東郡, 梟
七劍l書, 94, 4272780, 26323, 350, 0, 51815420, 68834, 13400, 90495, 26630, 山陽東郡, 七劍
西涼馬孟起, 130, 4225179, 33921, 50, 0, 43402747, 44082, 5844, 21364, 21550, 山陽東郡, 賊
呆丨中蓈, 77, 4220430, 20693, 0, 0, 64249209, 64733, 24218, 0, 28518, 山陽東郡, 七劍
低調丨銅怪, 26, 4204603, 66428, 1463, 0, 76032561, 143250, 17755, 124614, 26419, 山陽東郡, 速農
胡說八道, 170, 4186755, 8403, 350, 0, 11623580, 23876, 2067, 21882, 14160, 山陽東郡, 梟
七劍l哈, 83, 4164087, 47139, 0, 0, 53643194, 86615, 3454, 165637, 28680, 山陽東郡, 七劍
獵火, 149, 4142676, 15275, 952, 0, 43716770, 22046, 18161, 324056, 19590, 山陽東郡, 賊
上官紅塵, 171, 4118523, 7121, 0, 0, 23233532, 22830, 2626, 0, 20793, 山陽東郡, 梟
楓丨知秋, 155, 4086674, 6091, 0, 250316, 25207506, 25367, 9549, 878285, 19983, 山陽東郡, 梟
夜梟丨冬雪, 115, 4039721, 17762, 1141, 0, 28961988, 39026, 10195, 0, 20186, 山陽東郡, 梟
賊丨熊兒, 168, 4028472, 8237, 0, 0, 19887111, 19179, 5036, 171878, 16506, 山陽東郡, 賊
呆丨野郎, 119, 3981099, 11530, 200, 0, 45377199, 39045, 16720, 173352, 25053, 山陽東郡, 七劍
關北军, 142, 3889131, 14607, 925, 0, 56180374, 28555, 13166, 100905, 19960, 山陽東郡, 梟
農民丨聖祈, 145, 3867900, 3509, 0, 0, 51846908, 27751, 13151, 0, 24226, 山陽東郡, 賊
賊丨宮砂毀, 85, 3841024, 24162, 0, 0, 41479899, 61389, 23609, 313013, 19636, 山陽東郡, 賊
路過的生命體, 50, 3840867, 53491, 1897, 0, 60538632, 105199, 16994, 26579, 25230, 山陽東郡, 梟
左芸, 84, 3840177, 35770, 350, 0, 59575575, 66404, 11320, 62460, 23100, 山陽東郡, 梟
呆丨道友, 22, 3767520, 46739, 1085, 0, 78196966, 147940, 22672, 0, 30010, 山陽東郡, 七劍
小雞君, 180, 3734796, 1805, 0, 0, 29959809, 7284, 11543, 0, 17940, 東平國, 七劍
我想返屋企, 81, 3733869, 28015, 1176, 0, 60774295, 59653, 24804, 0, 28660, 山陽東郡, 天農
浩哥在此, 174, 3599979, 6539, 938, 0, 21812483, 9982, 11031, 272983, 19099, 山陽東郡, 賊
甘草瓜子, 166, 3382976, 7702, 350, 0, 26530783, 24811, 1551, 61187, 20383, 東平國, 天農
速農丨柒佰, 158, 3376507, 11222, 0, 0, 21995938, 20847, 861, 97087, 21120, 山陽東郡, 賊
逸後, 122, 3356262, 21718, 1657, 0, 19498598, 40547, 10746, 0, 25963, 山陽東郡, 梟
七劍I睿, 39, 3329154, 45742, 746, 0, 63735232, 123559, 22887, 0, 28900, 山陽東郡, 七劍
軟昨天阮經天, 118, 3199131, 20050, 1944, 0, 45810046, 33516, 20096, 0, 25220, 山陽東郡, 天農
速農丨青蛙, 154, 3153570, 4891, 0, 0, 31477668, 8423, 19958, 299880, 22450, 山陽東郡, 天農
速農丨樣囝, 31, 3118014, 54809, 1982, 0, 51340488, 141918, 23371, 73183, 27090, 山陽東郡, 速農
賊丨大和, 144, 2893767, 8270, 1260, 0, 31431218, 24095, 9963, 0, 20020, 山陽東郡, 賊
幻喵, 66, 2853897, 56779, 2268, 0, 53180361, 100413, 15522, 0, 20451, 山陽東郡, 梟
賊の賢, 132, 2788736, 16186, 0, 0, 31331088, 40885, 10342, 0, 15550, 山陽東郡, 賊
老苦, 143, 2735096, 7160, 0, 0, 19121544, 40515, 1676, 220729, 23398, 山陽東郡, 梟
天兵丨醫聖鵲, 99, 2514392, 26675, 2512, 0, 50567640, 58037, 14107, 85745, 23480, 山陽東郡, 梟
公孫明策, 185, 2499135, 7312, 35, 0, 22131852, 14493, 2165, 0, 18440, 山陽東郡, 梟
臭雞, 182, 2432322, 1782, 0, 0, 10572102, 15031, 1287, 0, 14353, 東平國, 賊
天兵丨夜吹雪, 76, 2310508, 29617, 0, 0, 55022812, 61169, 14718, 95816, 20450, 山陽東郡, 梟
夜梟丨沐日, 198, 2264722, 0, 0, 0, 3559093, 0, 0, 0, 7932, 魯國, 天農
酪梨好吃, 68, 2161577, 32853, 350, 0, 59668185, 89517, 16773, 60249, 20830, 山陽東郡, 天農
七劍l年, 110, 2034285, 21667, 338, 0, 50527902, 46168, 19753, 0, 21490, 山陽東郡, 七劍
野原廣志丨, 169, 1690197, 7932, 350, 0, 27708325, 9563, 11179, 0, 17759, 東平國, 梟
燕丨詩靈, 197, 1646520, 0, 700, 0, 8390372, 0, 700, 85429, 11092, 魯國, 未分組
老剛, 150, 1633729, 9019, 350, 0, 47883142, 38720, 4029, 0, 23250, 山陽東郡, 賊
低調丨橙, 64, 1607954, 26138, 1428, 55199, 73215080, 88663, 20506, 55199, 30390, 山陽東郡, 速農
義火之王, 106, 1590613, 17381, 0, 0, 45396676, 35393, 24753, 123832, 17470, 山陽東郡, 賊
天兵丨朴彩英, 178, 1363092, 11459, 0, 0, 29174707, 16568, 3710, 0, 17433, 山陽東郡, 梟
酒館丨大GG, 96, 1343925, 14451, 261, 0, 52242439, 59859, 12049, 115681, 23673, 山陽東郡, 梟
速農丨怕囝, 30, 1296757, 26861, 2184, 0, 56063556, 111176, 24493, 201197, 24820, 山陽東郡, 速農
花丨豆沙餅, 193, 1214197, 2778, 500, 0, 1214197, 2778, 500, 0, 15086, 山陽東郡, 天農
西方世界, 183, 1007991, 9814, 350, 0, 5441149, 19800, 2176, 62508, 9020, 山陽東郡, 梟
战地记者一号, 191, 926286, 977, 0, 0, 30594420, 3336, 2728, 0, 17303, 東平國, 梟
雷毅, 179, 784128, 0, 350, 0, 13788486, 0, 16231, 3357051, 11656, 山陽東郡, 未分組
鋼鐵頭, 164, 248940, 1774, 0, 0, 23262503, 23384, 3536, 0, 19640, 山陽東郡, 賊
南得拉, 199, 24252, 0, 0, 2105607, 160451, 0, 0, 2649329, 875, 魯國, 小號
天農丨動物餅, 196, 8104, 0, 0, 809884, 1594739, 0, 0, 6668976, 4889, 山陽東郡, 小號
書生奪命劍, 200, 4275, 0, 0, 0, 4275, 0, 0, 0, 17660, 山陽東郡, 賊
鲨魚寶寳, 195, 0, 0, 0, 0, 0, 0, 0, 0, 10820, 東平國, 梟
