成員, 貢獻排行, 貢獻本週, 戰功本週, 助攻本週, 捐獻本週, 貢獻總量, 戰功總量, 助攻總量, 捐獻總量, 勢力值, 所屬勢力, 分組
夜梟丨韓豚寶, 181, 16910202, 2253, 3094, 0, 16910202, 2253, 3094, 0, 14426, 東平國, 梟
天兵丨詩延夢, 184, 16821346, 0, 514, 0, 16902262, 0, 514, 0, 14726, 東平國, 梟
賊丨本心, 149, 16671666, 3151, 8730, 162582, 19048735, 3151, 9080, 162582, 11430, 東平國, 賊
赤梟丨三皇, 146, 16656729, 2567, 10640, 0, 16929207, 2567, 10640, 0, 16765, 東平國, 梟
战地记者一号, 178, 16644567, 723, 2693, 0, 16644567, 723, 2693, 0, 16463, 東平國, 梟
楓丨知秋, 139, 16610250, 4316, 9313, 580639, 16610250, 4316, 9313, 580639, 17510, 山陽東郡, 梟
天兵丨不倒翁, 177, 16521148, 3196, 1574, 0, 16521148, 3196, 1574, 0, 17623, 東平國, 梟
公孫明策, 190, 14894268, 1985, 654, 0, 14894268, 1985, 654, 0, 16120, 東平國, 梟
上官紅塵, 173, 14746150, 5491, 1926, 0, 15094751, 5491, 1926, 0, 20290, 山陽東郡, 梟
甘草瓜子, 174, 13916651, 3836, 851, 61187, 14228506, 3836, 851, 61187, 18753, 東平國, 天農
速農丨柒佰, 170, 13003215, 4430, 861, 97087, 13003215, 4430, 861, 97087, 21100, 東平國, 賊
賊丨小珠, 166, 12812000, 2130, 2464, 0, 12812000, 2130, 2464, 0, 14300, 東平國, 賊
浩哥在此, 152, 12727765, 577, 10023, 212941, 13068836, 577, 10023, 212941, 14909, 山陽東郡, 賊
常樂, 84, 12373541, 356, 15205, 0, 14647727, 356, 15205, 0, 12568, 東平國, 賊
費明奴, 185, 12366581, 2716, 1050, 0, 12366581, 2716, 1050, 0, 16100, 東平國, 賊
逸後, 125, 12327387, 3786, 8696, 0, 12347192, 3786, 8696, 0, 24130, 山陽東郡, 梟
天兵丨sku, 188, 12261849, 807, 1428, 0, 12261849, 807, 1428, 0, 19086, 東平國, 梟
呆呆明主, 155, 11796801, 3493, 3098, 0, 11834447, 3493, 3098, 0, 16690, 山陽東郡, 梟
皇朝, 169, 11585565, 4839, 1151, 0, 11585565, 4839, 1151, 0, 17660, 東平國, 梟
贼丨登神, 176, 11511285, 1102, 2532, 37257, 11511285, 1102, 2532, 37257, 14999, 東平國, 賊
寂寞的沙漠, 193, 11060776, 1012, 700, 0, 11060776, 1012, 700, 0, 17616, 東平國, 賊
野原廣志丨, 142, 10979748, 0, 10829, 0, 10979748, 0, 10829, 0, 15503, 東平國, 梟
老苦, 127, 10965847, 16562, 1641, 61183, 10965847, 16562, 1641, 61183, 20956, 山陽東郡, 梟
小赵, 189, 10803369, 1735, 959, 0, 10803369, 1735, 959, 0, 18080, 東平國, 梟
狂濤, 161, 10550801, 6500, 3274, 159854, 10550801, 6500, 3274, 159854, 18166, 山陽東郡, 賊
賊丨熊兒, 172, 9605561, 0, 3951, 171878, 9764246, 0, 3951, 171878, 13869, 東平國, 賊
馬甲丨傲西狼, 191, 9537732, 0, 0, 35524, 9537732, 0, 0, 35524, 15398, 東平國, 賊
雷毅, 130, 9130125, 0, 15531, 0, 9130125, 0, 15531, 0, 10482, 東平國, 七劍
胡言亂語, 128, 8882214, 4494, 8128, 0, 8882214, 4494, 8128, 0, 15329, 山陽東郡, 梟
皮蛋豆腐, 167, 8693601, 772, 4297, 0, 8728446, 772, 4297, 0, 15680, 山陽東郡, 梟
諸戩, 168, 7536137, 7900, 2033, 221647, 7536137, 7900, 2033, 221647, 18149, 山陽東郡, 梟
RAP孔明, 137, 7407845, 4738, 7076, 155334, 7585411, 4738, 7076, 155334, 16826, 山陽東郡, 賊
雞脾薯條, 156, 7138572, 4323, 3509, 0, 7173803, 4323, 3509, 0, 14603, 山陽東郡, 梟
賊霸王鮮果汁, 162, 7097388, 5903, 1211, 0, 7097388, 5903, 1211, 0, 15913, 東平國, 賊
資料讀取中, 195, 5137747, 0, 96, 0, 5137747, 0, 96, 0, 9383, 魯國, 梟
名是但啦, 158, 4980631, 5269, 2967, 0, 5142900, 5269, 2967, 0, 16419, 山陽東郡, 梟
天堂烏, 187, 4971557, 0, 1176, 0, 4971557, 0, 1176, 0, 8452, 東平國, 天農
義丨蚵仔煎, 194, 4792301, 32, 451, 142908, 4845885, 32, 451, 142908, 10252, 東平國, 天農
燕丨詩靈, 198, 4744743, 0, 0, 0, 4744743, 0, 0, 0, 10315, 魯國, 七劍
臭雞, 182, 4056690, 3783, 1287, 0, 4056690, 3783, 1287, 0, 14269, 東平國, 賊
胡說八道, 192, 3107268, 440, 1682, 0, 3107268, 440, 1682, 0, 8739, 山陽東郡, 梟
西方世界, 183, 2219772, 1972, 1676, 52143, 2219772, 1972, 1676, 52143, 8140, 山陽東郡, 梟
天農丨動物餅, 197, 921039, 0, 0, 5409389, 1582138, 0, 0, 5409389, 4886, 山陽東郡, 小號
南得拉, 199, 127556, 0, 0, 0, 127556, 0, 0, 0, 801, 魯國, 小號
夜梟丨日雨, 196, 81342, 0, 0, 8134227, 81519, 0, 0, 8134227, 931, 魯國, 小號
