成員, 貢獻排行, 貢獻本週, 戰功本週, 助攻本週, 捐獻本週, 貢獻總量, 戰功總量, 助攻總量, 捐獻總量, 勢力值, 所屬勢力, 分組
速農丨瑋哥, 87, 23911568, 0, 4948, 0, 23911568, 0, 4948, 0, 20320, 東平國, 速農
大輝, 156, 23369691, 0, 2056, 0, 26514893, 0, 2056, 0, 19843, 東平國, 速農
呆丨子瑜, 96, 23336055, 0, 4969, 0, 27205528, 0, 4969, 0, 23653, 東平國, 七劍
件衫跌緊落嚟, 84, 23105611, 0, 9058, 0, 26920883, 0, 9058, 0, 18463, 東平國, 天農
七剑l强, 8, 22876854, 0, 12240, 0, 27170660, 0, 12240, 0, 19193, 東平國, 七劍
速農丨大吉, 30, 22744800, 0, 7623, 0, 27905674, 0, 7623, 0, 20120, 東平國, 速農
速農丨中吉, 11, 22416079, 0, 12426, 0, 26876790, 0, 12776, 0, 17695, 東平國, 速農
呆丨中蓈, 50, 21959632, 0, 12759, 0, 27211506, 0, 12759, 0, 18643, 東平國, 七劍
小妹天天, 73, 21952870, 0, 9866, 0, 27047353, 0, 9866, 0, 18336, 東平國, 天農
找謝丨武冽, 29, 21816512, 0, 10185, 0, 25826592, 0, 10185, 0, 18835, 東平國, 速農
七劍l富, 24, 21682224, 0, 11873, 0, 26920379, 0, 12223, 0, 19580, 東平國, 七劍
酒館丨大GG, 112, 21340675, 0, 6252, 0, 24350307, 0, 6602, 0, 20320, 東平國, 梟
無敵の螢火蟲, 159, 21287951, 0, 550, 0, 21287951, 0, 550, 0, 18766, 東平國, 速農
不倦, 95, 20515137, 0, 8170, 0, 21053214, 0, 8170, 0, 18080, 東平國, 七劍
王小羽, 1, 20389062, 0, 13725, 0, 24652883, 0, 14075, 0, 17200, 東平國, 速農
七劍l朱, 88, 20172960, 0, 6282, 0, 22110104, 0, 6282, 0, 18570, 東平國, 七劍
我想返屋企, 26, 20114161, 0, 13488, 0, 24998196, 0, 13838, 0, 20319, 東平國, 天農
摆烂丨椰子, 2, 19995536, 0, 15683, 0, 24442856, 0, 16033, 0, 19740, 東平國, 速農
七劍l馳, 53, 19910135, 0, 8162, 0, 25762556, 0, 8162, 0, 19443, 東平國, 七劍
北境丨嘯西風, 132, 19908457, 0, 4240, 0, 24624798, 0, 4590, 0, 18740, 東平國, 梟
内塔尼夜壺, 89, 19878376, 0, 6345, 0, 24523308, 0, 6345, 0, 18480, 東平國, 速農
米乂雅嘎靡, 122, 19711846, 0, 5134, 0, 21215989, 0, 5484, 0, 18079, 東平國, 七劍
RON, 137, 19318004, 0, 4808, 0, 22534008, 0, 4808, 0, 17163, 東平國, 速農
低調丨橙, 13, 19299456, 0, 10544, 0, 24228290, 0, 10544, 0, 21174, 東平國, 速農
七剑l龍, 10, 19014958, 0, 13559, 0, 24402903, 0, 13559, 0, 17512, 東平國, 七劍
速農丨小衛, 37, 18500522, 0, 10731, 0, 22631880, 0, 11081, 123372, 13876, 東平國, 速農
香丨賀歷斯, 126, 18381807, 0, 5337, 0, 23470106, 0, 5337, 0, 16607, 東平國, 速農
酒館丨蜘蛛, 21, 18314276, 0, 11870, 0, 18565599, 0, 11870, 0, 18263, 東平國, 速農
花丨羊羊, 40, 18068618, 0, 7210, 0, 22317020, 0, 7560, 0, 17660, 東平國, 天農
速農丨樣囝, 15, 17995204, 0, 13591, 0, 21186905, 0, 13941, 0, 19730, 東平國, 速農
老剛, 153, 17713361, 0, 1929, 0, 20016575, 0, 1929, 0, 16560, 東平國, 賊
七劍l霍, 81, 17235475, 0, 10126, 0, 22085941, 0, 10126, 0, 20070, 東平國, 七劍
關北军, 105, 16875851, 0, 5977, 0, 18320386, 0, 5977, 0, 17326, 東平國, 梟
方圓戴歐克法, 7, 16609332, 0, 13227, 0, 19982376, 0, 13577, 0, 16710, 東平國, 賊
軟昨天阮經天, 58, 16293466, 0, 9141, 0, 21719524, 0, 9141, 0, 18003, 東平國, 天農
七劍I睿, 68, 15903404, 0, 10878, 0, 18942735, 0, 10878, 0, 17983, 東平國, 七劍
速農丨怕囝, 4, 15670537, 0, 11932, 0, 18746074, 0, 12282, 0, 17080, 東平國, 速農
路過的生命體, 20, 15529244, 0, 4788, 0, 15529244, 0, 4788, 0, 18479, 東平國, 梟
速農丨様囝, 56, 15366753, 0, 10252, 0, 18190608, 0, 10602, 0, 17260, 東平國, 速農
鹹酥雞, 27, 15218447, 0, 5327, 0, 19108089, 0, 5327, 0, 16227, 東平國, 賊
左芸, 123, 15209922, 0, 3242, 0, 15209922, 0, 3242, 0, 18320, 東平國, 梟
速農丨基囝, 35, 15143483, 0, 13992, 0, 19950197, 0, 13992, 0, 16013, 東平國, 速農
七劍l蠻, 83, 15125985, 0, 9499, 0, 18501189, 0, 9849, 0, 16615, 東平國, 七劍
七劍IH, 144, 15023105, 0, 966, 0, 15023105, 0, 966, 0, 16351, 東平國, 七劍
七劍l狀, 44, 14740011, 0, 11684, 0, 20467879, 0, 12034, 0, 18423, 東平國, 七劍
呆丨道友, 6, 14615265, 0, 9330, 0, 19673157, 0, 9330, 0, 17859, 東平國, 七劍
七劍I帥, 52, 14435946, 0, 8597, 0, 18682603, 0, 8947, 0, 17260, 東平國, 七劍
農民丨聖祈, 101, 14415431, 0, 7707, 0, 18060194, 0, 7707, 0, 17640, 東平國, 賊
七劍l緊, 14, 14350347, 0, 12623, 0, 16190283, 0, 12973, 0, 16806, 東平國, 七劍
速農丨嘴囝, 74, 14102063, 0, 5278, 0, 16980037, 0, 5278, 0, 14093, 東平國, 速農
霸道龍王, 45, 13997857, 0, 6180, 0, 15881170, 0, 6530, 0, 15889, 東平國, 速農
正版周姐轮, 109, 13983748, 0, 4681, 0, 14757352, 0, 4681, 0, 12272, 東平國, 天農
低調丨漫天, 113, 13530306, 0, 6828, 0, 15589297, 0, 6828, 0, 13850, 東平國, 速農
公益金牛, 57, 13514442, 0, 13762, 0, 19107197, 0, 13762, 0, 15726, 東平國, 速農
呆丨野郎, 76, 13394004, 0, 6252, 0, 16804649, 0, 6252, 0, 18534, 東平國, 七劍
一粒米, 64, 13351758, 0, 7738, 0, 16508545, 0, 8088, 0, 14620, 東平國, 天農
花丨咖哩餅, 69, 13346643, 0, 9861, 0, 16350943, 0, 10211, 0, 14743, 東平國, 天農
七劍l書, 117, 12934913, 0, 6506, 0, 16655888, 0, 6506, 0, 16073, 東平國, 七劍
黃雀先生, 19, 12660772, 0, 10330, 0, 15843947, 0, 10680, 0, 18530, 東平國, 七劍
李健豪, 146, 12623706, 0, 1650, 0, 13733319, 0, 1650, 0, 14560, 東平國, 梟
雙子, 17, 12542972, 0, 14491, 0, 17202812, 0, 14841, 0, 17150, 東平國, 速農
箂, 130, 12395474, 0, 4436, 0, 13992635, 0, 4436, 0, 17493, 東平國, 速農
芝士烏龍, 54, 12126405, 0, 10343, 0, 15868370, 0, 10693, 0, 15652, 東平國, 天農
天兵丨醫聖鵲, 138, 12052595, 0, 2938, 0, 12052595, 0, 2938, 0, 16049, 東平國, 梟
兆, 121, 11914375, 0, 4883, 0, 11914375, 0, 4883, 0, 14470, 東平國, 速農
夜丨kh, 85, 11885672, 0, 5532, 0, 11924649, 0, 5532, 0, 17016, 東平國, 梟
左晴嵐, 31, 11853548, 0, 13860, 0, 15479487, 0, 14210, 0, 16360, 東平國, 天農
速農丨飄渺風, 42, 11823819, 0, 11574, 0, 15775779, 0, 11574, 0, 14673, 東平國, 速農
七劍I雞, 9, 11527023, 0, 9568, 0, 14991118, 0, 9568, 0, 17963, 東平國, 七劍
夜梟丨知銀, 36, 11134325, 0, 10836, 0, 14166246, 0, 11186, 0, 13936, 東平國, 梟
沐血龔, 55, 11087446, 0, 12208, 0, 13425432, 0, 12208, 0, 13951, 東平國, 天農
獵火, 82, 10743055, 0, 9779, 0, 13760416, 0, 9779, 0, 14526, 東平國, 賊
慈善羚羊, 114, 10633566, 0, 6664, 0, 14678188, 0, 6664, 0, 14333, 東平國, 速農
夜梟丨臥好, 140, 10514340, 0, 4315, 0, 13698749, 0, 4665, 0, 13456, 東平國, 梟
夜梟丨知金, 98, 10459281, 0, 1512, 0, 10459281, 0, 1512, 0, 13699, 東平國, 梟
義火之王, 51, 10410325, 0, 11522, 0, 13794236, 0, 11522, 0, 11475, 魯國, 天農
賊丨宮砂毀, 48, 10215065, 0, 11636, 0, 12509500, 0, 11636, 0, 14480, 東平國, 賊
以武再會友, 142, 9800742, 0, 360, 0, 10119304, 0, 360, 0, 15276, 東平國, 速農
賊丨宮砂曉, 116, 9771671, 0, 3936, 0, 9771671, 0, 3936, 0, 13190, 東平國, 賊
七劍l柯, 60, 9725460, 0, 11428, 0, 12767644, 0, 11778, 0, 14929, 東平國, 七劍
Bululu, 77, 9636560, 0, 7798, 0, 12751824, 0, 7798, 0, 14950, 東平國, 天農
夜梟丨南宮, 47, 9453329, 0, 11117, 0, 11495346, 0, 11467, 0, 13759, 東平國, 梟
白夜行, 67, 9319644, 0, 9526, 0, 11875479, 0, 9876, 0, 14173, 東平國, 梟
賊の賢, 91, 9219640, 0, 7910, 0, 10663057, 0, 8260, 0, 12763, 東平國, 賊
天兵丨夜吹雪, 92, 9217803, 0, 3429, 0, 9217803, 0, 3429, 0, 15840, 東平國, 梟
赤梟丨明智, 129, 8840798, 0, 2485, 0, 8840798, 0, 2485, 0, 13066, 東平國, 賊
皇道丨製酒仙, 143, 8828496, 0, 2467, 0, 8828496, 0, 2467, 0, 14310, 東平國, 天農
候希白, 102, 8814148, 0, 6053, 0, 11519917, 0, 6053, 0, 13280, 東平國, 速農
芋妮布丁, 59, 8759166, 0, 12055, 0, 12939359, 0, 12405, 0, 13729, 東平國, 天農
teoh, 90, 8752757, 0, 9562, 0, 11988089, 0, 9562, 0, 13402, 東平國, 天農
關天澄, 49, 8648382, 0, 10406, 0, 12309298, 0, 10406, 0, 15199, 東平國, 天農
蔓, 115, 8599744, 0, 2103, 0, 8599744, 0, 2103, 0, 14763, 東平國, 梟
心如刀割, 150, 8142372, 0, 955, 0, 8142372, 0, 955, 0, 18130, 東平國, 梟
忍者龜, 149, 7773306, 0, 3118, 0, 7847670, 0, 3118, 0, 11835, 魯國, 天農
皇道丨滾球獸, 125, 7709803, 0, 3129, 0, 7709803, 0, 3129, 0, 14240, 東平國, 天農
炭烤极光, 16, 7560087, 0, 11451, 0, 7560087, 0, 11451, 0, 12950, 東平國, 天農
ll蒼ll, 134, 7457703, 0, 4627, 0, 7457703, 0, 4627, 0, 12654, 東平國, 梟
天兵丨家信, 151, 7402715, 0, 350, 0, 7402715, 0, 350, 0, 13606, 東平國, 賊
前田丨慶次, 94, 7176056, 0, 7258, 0, 10763996, 0, 7258, 0, 11608, 東平國, 速農
雷毅, 106, 6960732, 0, 5272, 0, 6960732, 0, 5272, 0, 10260, 東平國, 七劍
賊丨本心, 103, 6838396, 0, 7445, 0, 9215465, 0, 7795, 0, 10960, 東平國, 賊
速農丨刀魔, 124, 6773549, 0, 2233, 0, 6773549, 0, 2233, 0, 12168, 東平國, 賊
赤梟丨三皇, 135, 6614472, 0, 4325, 0, 6886950, 0, 4325, 0, 11909, 東平國, 梟
七劍l年, 70, 6538596, 0, 10235, 0, 9284757, 0, 10235, 0, 10863, 東平國, 七劍
賊丨大和, 107, 6337007, 0, 3887, 0, 6337007, 0, 3887, 0, 14309, 東平國, 賊
低調丨添香, 108, 6329470, 0, 3535, 0, 6965365, 0, 3535, 0, 12505, 東平國, 速農
幻喵, 99, 6256401, 0, 3528, 0, 6256401, 0, 3528, 0, 14409, 東平國, 梟
夜梟丨姐夫, 160, 6226280, 0, 574, 0, 6535340, 0, 574, 0, 13715, 東平國, 梟
義丨河了貂, 32, 5946682, 0, 13692, 0, 9036227, 0, 14042, 0, 10490, 東平國, 天農
賊丨墊神, 118, 5832423, 0, 4795, 0, 5832423, 0, 4795, 0, 13686, 東平國, 賊
呆丨吉芸若, 39, 5498289, 0, 7650, 0, 5498289, 0, 7650, 0, 13313, 魯國, 七劍
夜梟丨冬雪, 133, 5426668, 0, 1277, 0, 5426668, 0, 1277, 0, 13040, 東平國, 梟
夜梟丨青天, 136, 5270319, 0, 1204, 0, 5270319, 0, 1204, 0, 15183, 東平國, 梟
战地记者一号, 152, 5121989, 0, 504, 0, 5121989, 0, 504, 0, 12472, 東平國, 梟
常樂, 61, 4556558, 0, 8870, 0, 6830744, 0, 8870, 0, 7932, 東平國, 賊
速農丨青蛙, 46, 4358703, 0, 9362, 0, 7584983, 0, 9712, 0, 13249, 東平國, 天農
方圓姜子牙, 145, 4303721, 0, 1456, 0, 4303721, 0, 1456, 0, 14103, 東平國, 賊
浩哥在此, 128, 4253878, 0, 4345, 0, 4594949, 0, 4345, 0, 11529, 東平國, 賊
夜梟丨Slb, 139, 4072248, 0, 343, 0, 4072248, 0, 343, 0, 12268, 東平國, 梟
小雞君, 148, 3766548, 0, 3528, 0, 3766548, 0, 3528, 0, 11520, 東平國, 七劍
夜梟丨鳳, 127, 3692964, 0, 2124, 0, 3692964, 0, 2124, 0, 16095, 魯國, 梟
夜梟丨韓豚寶, 166, 3601089, 0, 342, 0, 3601089, 0, 342, 0, 12225, 東平國, 梟
天兵丨朴彩英, 155, 3259686, 0, 1582, 0, 3259686, 0, 1582, 0, 11888, 東平國, 梟
野原廣志丨, 120, 3067467, 0, 1078, 0, 3067467, 0, 1078, 0, 12820, 東平國, 梟
鋼鐵頭, 154, 2947973, 0, 0, 0, 2947973, 0, 0, 0, 13082, 東平國, 賊
咩咕咩咕雪兔, 162, 1966408, 0, 0, 0, 1966408, 0, 0, 0, 10276, 魯國, 天農
費明奴, 163, 1217499, 0, 0, 0, 1217499, 0, 0, 0, 9325, 魯國, 賊
西涼馬孟起, 141, 1121592, 0, 1006, 0, 1121592, 0, 1006, 0, 14203, 東平國, 梟
天農丨動物餅, 168, 835603, 0, 0, 2234161, 1496702, 0, 0, 2234161, 4783, 魯國, 小號
楓丨知秋, 158, 514482, 0, 350, 0, 514482, 0, 350, 0, 12846, 東平國, 梟
農夫騎赤兔, 161, 460857, 0, 0, 0, 472863, 0, 0, 0, 12488, 東平國, 速農
上官紅塵, 164, 337422, 0, 0, 0, 686023, 0, 0, 0, 14666, 東平國, 梟
七劍l哈, 157, 231375, 0, 0, 0, 231375, 0, 0, 0, 14445, 魯國, 七劍
逸後, 147, 35694, 0, 0, 0, 55499, 0, 0, 0, 20150, 東平國, 天農
罷王硬上床, 165, 3198, 0, 0, 0, 3198, 0, 0, 0, 386, 魯國, 小號
夜梟丨日雨, 167, 0, 0, 0, 0, 177, 0, 0, 0, 931, 魯國, 小號
