成員, 貢獻排行, 貢獻本週, 戰功本週, 助攻本週, 捐獻本週, 貢獻總量, 戰功總量, 助攻總量, 捐獻總量, 勢力值, 所屬勢力, 分組
香丨賀歷斯, 142, 38109429, 0, 7114, 0, 43197728, 0, 7114, 0, 21420, 東平國, 速農
速農丨微涼風, 50, 38091212, 0, 8786, 0, 42882462, 0, 8786, 0, 27740, 東平國, 速農
七剑l龍, 21, 37832619, 0, 21345, 0, 43220564, 0, 21345, 0, 20310, 東平國, 七劍
酪梨好吃, 68, 36864136, 0, 15623, 0, 40998370, 0, 15623, 0, 20090, 東平國, 天農
速農丨麥秋, 2, 36167979, 0, 14142, 0, 41066346, 0, 14142, 0, 22553, 東平國, 速農
無敵の螢火蟲, 179, 35516675, 0, 1359, 0, 35516675, 0, 1359, 0, 21353, 東平國, 速農
呆丨子瑜, 40, 35199142, 0, 6508, 403364, 39068615, 0, 6508, 403364, 27400, 東平國, 七劍
大輝, 180, 34839682, 0, 2192, 0, 37984884, 0, 2192, 0, 23820, 東平國, 速農
内塔尼夜壺, 23, 34573106, 0, 10059, 210737, 39218038, 0, 10059, 210737, 22880, 東平國, 速農
呆丨道友, 11, 34219869, 0, 14884, 0, 39277761, 0, 14884, 0, 23280, 東平國, 七劍
七劍l富, 19, 34183131, 0, 17136, 0, 39421286, 0, 17486, 0, 24480, 東平國, 七劍
速農丨瑋哥, 47, 34154372, 0, 11576, 0, 34154372, 0, 11576, 0, 22320, 東平國, 速農
米乂雅嘎靡, 131, 34102357, 0, 9267, 0, 35606500, 0, 9617, 0, 21700, 東平國, 七劍
我想返屋企, 44, 34058869, 0, 18755, 0, 38942904, 0, 19105, 0, 23050, 東平國, 天農
王小羽, 3, 33565284, 0, 20808, 0, 37829105, 0, 21158, 0, 22059, 東平國, 速農
七劍l朱, 121, 33414768, 0, 8135, 0, 35351912, 0, 8135, 0, 23509, 東平國, 七劍
低調丨橙, 24, 33380628, 0, 16852, 0, 38309462, 0, 16852, 0, 26570, 東平國, 速農
北境丨嘯西風, 125, 33367050, 0, 7633, 109227, 38083391, 0, 7983, 109227, 22420, 東平國, 梟
RON, 144, 33323014, 0, 6862, 0, 36539018, 0, 6862, 0, 19776, 東平國, 速農
不倦, 99, 32957217, 0, 14195, 0, 33495294, 0, 14195, 0, 21750, 東平國, 七劍
找謝丨武冽, 8, 32729723, 0, 15736, 0, 36739803, 0, 15736, 0, 25091, 東平國, 速農
老剛, 170, 32189687, 0, 2979, 0, 34492901, 0, 2979, 0, 18520, 東平國, 賊
呆丨中蓈, 55, 31482547, 0, 20783, 0, 36734421, 0, 20783, 0, 21670, 東平國, 七劍
雙子, 43, 31402709, 0, 20927, 0, 36062549, 0, 21277, 0, 18750, 東平國, 速農
路過的生命體, 39, 31210088, 0, 11231, 0, 31210088, 0, 11231, 0, 21450, 東平國, 梟
小妹天天, 48, 30577116, 0, 13744, 0, 35671599, 0, 13744, 0, 19630, 東平國, 天農
速農丨基囝, 54, 29889801, 0, 20130, 0, 34696515, 0, 20130, 0, 19153, 東平國, 速農
霸道龍王, 63, 29681449, 0, 12133, 0, 31564762, 0, 12483, 0, 18656, 東平國, 速農
摆烂丨椰子, 1, 29677619, 0, 23110, 0, 34124939, 0, 23460, 0, 23230, 東平國, 速農
關北军, 116, 29559195, 0, 9946, 0, 31003730, 0, 9946, 0, 18773, 東平國, 梟
七劍IH, 127, 29485010, 0, 3148, 0, 29485010, 0, 3148, 0, 19173, 東平國, 七劍
花丨羊羊, 32, 28750838, 0, 12230, 0, 32999240, 0, 12580, 0, 21570, 東平國, 天農
七劍I睿, 49, 28678347, 0, 18193, 0, 31717678, 0, 18193, 0, 20920, 東平國, 七劍
鹹酥雞, 35, 28325383, 0, 9675, 0, 32215025, 0, 9675, 0, 18420, 東平國, 賊
七劍l霍, 90, 28160902, 0, 15031, 0, 33011368, 0, 15031, 0, 23500, 東平國, 七劍
左芸, 113, 27959790, 0, 7047, 0, 27959790, 0, 7047, 0, 19200, 東平國, 梟
酒館丨大GG, 129, 27669427, 0, 9157, 0, 30679059, 0, 9507, 0, 21833, 東平國, 梟
速農丨樣囝, 37, 27544270, 0, 17467, 0, 30735971, 0, 17817, 0, 21830, 東平國, 速農
七劍l緊, 31, 27078431, 0, 17305, 0, 28918367, 0, 17655, 0, 20140, 東平國, 七劍
七劍l書, 119, 27000854, 0, 11353, 0, 30721829, 0, 11353, 0, 22210, 東平國, 七劍
方圓戴歐克法, 13, 26720733, 0, 20607, 0, 30093777, 0, 20957, 0, 19310, 東平國, 賊
七劍l狀, 65, 26543409, 0, 16818, 0, 32271277, 0, 17168, 0, 23080, 東平國, 七劍
天兵丨夜吹雪, 60, 26530569, 0, 11332, 0, 26530569, 0, 11332, 0, 16830, 東平國, 梟
箂, 133, 26461896, 0, 7991, 0, 28059057, 0, 7991, 0, 20290, 東平國, 速農
速農丨小衛, 59, 25635104, 0, 15916, 0, 29766462, 0, 16266, 123372, 15730, 東平國, 速農
農民丨聖祈, 106, 25399430, 0, 12242, 0, 29044193, 0, 12242, 0, 21710, 東平國, 賊
七劍l蠻, 26, 25356676, 0, 16891, 0, 28731880, 0, 17241, 0, 21056, 東平國, 七劍
李健豪, 157, 24654474, 0, 2964, 0, 25764087, 0, 2964, 0, 15430, 東平國, 梟
天兵丨醫聖鵲, 95, 24273872, 0, 8255, 0, 24273872, 0, 8255, 0, 18200, 東平國, 梟
公益金牛, 52, 24112071, 0, 24211, 0, 29704826, 0, 24211, 0, 19970, 東平國, 速農
速農丨怕囝, 12, 23830531, 0, 15257, 0, 26906068, 0, 15607, 0, 18700, 東平國, 速農
七劍I帥, 69, 23763405, 0, 12177, 0, 28010062, 0, 12527, 0, 19870, 東平國, 七劍
軟昨天阮經天, 62, 23637922, 0, 15125, 0, 29063980, 0, 15125, 0, 20340, 東平國, 天農
酒館丨蜘蛛, 5, 23371502, 0, 20284, 0, 23622825, 0, 20284, 0, 21323, 東平國, 速農
兆, 101, 23019217, 0, 10517, 0, 23019217, 0, 10517, 0, 17426, 東平國, 速農
義火之王, 46, 22879875, 0, 20097, 0, 26263786, 0, 20097, 0, 16943, 東平國, 天農
七劍l柯, 73, 22822238, 0, 17823, 0, 25864422, 0, 18173, 0, 20865, 東平國, 七劍
黃雀先生, 9, 22684062, 0, 18598, 0, 25867237, 0, 18948, 0, 22190, 東平國, 七劍
呆丨野郎, 83, 22413729, 0, 12605, 0, 25824374, 0, 12605, 0, 20763, 東平國, 七劍
速農丨様囝, 84, 22203119, 0, 14886, 0, 25026974, 0, 15236, 0, 18620, 東平國, 速農
七劍I雞, 14, 21873492, 0, 15122, 0, 25337587, 0, 15122, 0, 21530, 東平國, 七劍
花丨咖哩餅, 88, 21799557, 0, 14901, 0, 24803857, 0, 15251, 0, 17340, 東平國, 天農
正版周姐轮, 132, 21602985, 0, 6641, 0, 22376589, 0, 6641, 0, 15910, 東平國, 天農
速農丨嘴囝, 45, 21575532, 0, 8813, 0, 24453506, 0, 8813, 0, 15340, 東平國, 速農
一粒米, 78, 21533773, 0, 13282, 0, 24690560, 0, 13632, 0, 18450, 東平國, 天農
赤梟丨明智, 103, 21339608, 0, 8316, 0, 21339608, 0, 8316, 0, 16490, 東平國, 賊
前田丨慶次, 102, 21323712, 0, 12564, 0, 24911652, 0, 12564, 0, 19530, 東平國, 速農
低調丨漫天, 138, 20726028, 0, 8078, 0, 22785019, 0, 8078, 0, 17256, 東平國, 速農
慈善羚羊, 114, 20562027, 0, 12117, 0, 24606649, 0, 12117, 0, 17560, 東平國, 速農
幻喵, 97, 20412894, 0, 9943, 0, 20412894, 0, 9943, 0, 17566, 東平國, 梟
夜丨kh, 96, 20366897, 0, 9525, 0, 20405874, 0, 9525, 0, 18580, 東平國, 梟
忍者龜, 146, 20128421, 0, 5771, 0, 20202785, 0, 5771, 0, 16188, 東平國, 天農
七劍l哈, 166, 19931465, 0, 2502, 0, 19931465, 0, 2502, 0, 21843, 東平國, 七劍
速農丨飄渺風, 57, 19750632, 0, 16274, 0, 23702592, 0, 16274, 0, 15269, 東平國, 速農
芝士烏龍, 85, 19484760, 0, 14081, 0, 23226725, 0, 14431, 0, 18070, 東平國, 天農
賊丨宮砂曉, 77, 19348691, 0, 11925, 0, 19348691, 0, 11925, 0, 15330, 東平國, 賊
芋妮布丁, 71, 19107890, 0, 18404, 0, 23288083, 0, 18754, 0, 18183, 東平國, 天農
以武再會友, 154, 19048365, 0, 1675, 0, 19366927, 0, 1675, 0, 18390, 東平國, 速農
沐血龔, 56, 18876994, 0, 20823, 0, 21214980, 0, 20823, 0, 15359, 東平國, 天農
蔓, 75, 18631050, 0, 8067, 0, 18631050, 0, 8067, 0, 18780, 東平國, 梟
天兵丨家信, 153, 18360456, 0, 2975, 0, 18360456, 0, 2975, 0, 16440, 東平國, 梟
Bululu, 82, 18257087, 0, 11900, 0, 21372351, 0, 11900, 0, 17930, 東平國, 天農
左晴嵐, 36, 17936374, 0, 22434, 0, 21562313, 0, 22784, 0, 17366, 東平國, 天農
夜梟丨臥好, 149, 17883210, 0, 5954, 0, 21067619, 0, 6304, 0, 16646, 東平國, 梟
七劍l年, 81, 17684646, 0, 15964, 0, 20430807, 0, 15964, 0, 17792, 東平國, 七劍
獵火, 98, 17239996, 0, 14556, 0, 20257357, 0, 14556, 0, 17110, 東平國, 賊
夜梟丨知銀, 29, 17211728, 0, 17565, 0, 20243649, 0, 17915, 0, 17063, 東平國, 梟
皇道丨滾球獸, 137, 17106617, 0, 5649, 0, 17106617, 0, 5649, 0, 18253, 東平國, 天農
賊丨宮砂毀, 51, 16997251, 0, 18926, 0, 19291686, 0, 18926, 0, 16100, 東平國, 賊
皇道丨製酒仙, 155, 16896591, 0, 3383, 0, 16896591, 0, 3383, 0, 17813, 東平國, 天農
夜梟丨知金, 118, 16741808, 0, 4500, 0, 16741808, 0, 4500, 0, 16770, 東平國, 梟
義丨河了貂, 25, 16302574, 0, 23264, 0, 19392119, 0, 23614, 0, 13010, 東平國, 天農
關天澄, 38, 16075647, 0, 19464, 0, 19736563, 0, 19464, 0, 17890, 東平國, 天農
呆丨吉芸若, 41, 15776222, 0, 14478, 0, 15776222, 0, 14478, 0, 15373, 東平國, 七劍
夜梟丨姐夫, 175, 15728736, 0, 1834, 0, 16037796, 0, 1834, 0, 18326, 東平國, 梟
賊の賢, 123, 15426379, 0, 9492, 0, 16869796, 0, 9842, 0, 14730, 東平國, 賊
白夜行, 76, 15411748, 0, 15406, 0, 17967583, 0, 15756, 0, 14770, 東平國, 賊
炭烤极光, 20, 15259117, 0, 18485, 0, 15259117, 0, 18485, 0, 14520, 東平國, 天農
夜梟丨南宮, 66, 13787456, 0, 14684, 0, 15829473, 0, 15034, 0, 16623, 東平國, 梟
速農丨刀魔, 109, 13609592, 0, 7242, 0, 13609592, 0, 7242, 0, 14116, 東平國, 賊
夜梟丨冬雪, 115, 13606137, 0, 5372, 0, 13606137, 0, 5372, 0, 15940, 東平國, 梟
賊丨大和, 117, 13389509, 0, 8037, 0, 13389509, 0, 8037, 0, 17740, 東平國, 賊
候希白, 111, 13004038, 0, 9952, 0, 15709807, 0, 9952, 0, 14830, 東平國, 速農
心如刀割, 112, 12914136, 0, 4093, 0, 12914136, 0, 4093, 0, 18980, 東平國, 梟
夜梟丨韓豚寶, 184, 12819204, 0, 1223, 0, 12819204, 0, 1223, 0, 13856, 東平國, 梟
低調丨添香, 100, 12607624, 0, 10584, 0, 13243519, 0, 10584, 0, 15538, 東平國, 速農
賊丨墊神, 124, 12462201, 0, 8638, 0, 12462201, 0, 8638, 0, 15103, 東平國, 賊
teoh, 104, 12329852, 0, 13832, 0, 15565184, 0, 13832, 0, 15516, 東平國, 天農
赤梟丨三皇, 135, 12114555, 0, 8073, 0, 12387033, 0, 8073, 0, 15242, 東平國, 梟
夜梟丨鳳, 86, 12063153, 0, 13137, 0, 12063153, 0, 13137, 0, 20446, 魯國, 梟
鋼鐵頭, 147, 11974004, 0, 3186, 0, 11974004, 0, 3186, 0, 16633, 東平國, 賊
賊丨本心, 130, 11355814, 0, 8380, 0, 13732883, 0, 8730, 0, 11410, 東平國, 賊
方圓姜子牙, 139, 11328227, 0, 5002, 0, 11328227, 0, 5002, 0, 18046, 東平國, 賊
速農丨青蛙, 64, 11209620, 0, 14110, 0, 14435900, 0, 14460, 0, 15746, 東平國, 天農
西涼馬孟起, 143, 11037313, 0, 4562, 0, 11037313, 0, 4562, 0, 18383, 東平國, 賊
小雞君, 145, 10729163, 0, 7511, 0, 10729163, 0, 7511, 0, 16563, 東平國, 七劍
夜梟丨青天, 87, 10681822, 0, 5548, 0, 10681822, 0, 5548, 0, 16850, 東平國, 梟
農夫騎赤兔, 150, 10056636, 0, 3255, 0, 10068642, 0, 3255, 0, 17053, 東平國, 速農
咩咕咩咕雪兔, 162, 9895472, 0, 3264, 0, 9895472, 0, 3264, 0, 14666, 東平國, 天農
夜梟丨Slb, 141, 9710738, 0, 3829, 0, 9710738, 0, 3829, 0, 13650, 東平國, 梟
战地记者一号, 165, 9657391, 0, 1025, 0, 9657391, 0, 1025, 0, 15932, 東平國, 梟
上官紅塵, 182, 9317992, 0, 1334, 0, 9666593, 0, 1334, 0, 19213, 東平國, 梟
天兵丨朴彩英, 167, 9179999, 0, 2975, 0, 9179999, 0, 2975, 0, 14730, 東平國, 梟
雷毅, 120, 8958009, 0, 8622, 0, 8958009, 0, 8622, 0, 10268, 東平國, 七劍
常樂, 30, 8180468, 0, 13805, 0, 10454654, 0, 13805, 0, 11436, 東平國, 賊
浩哥在此, 122, 7525587, 0, 8543, 0, 7866658, 0, 8543, 0, 13686, 東平國, 賊
方圓古風, 158, 7386849, 0, 3582, 0, 7386849, 0, 3582, 0, 17066, 東平國, 賊
天兵丨不倒翁, 169, 7149624, 0, 1154, 0, 7149624, 0, 1154, 0, 17151, 東平國, 梟
逸後, 140, 6482115, 0, 4458, 0, 6501920, 0, 4458, 0, 20930, 東平國, 天農
公孫明策, 190, 6410472, 0, 304, 0, 6410472, 0, 304, 0, 12280, 東平國, 梟
野原廣志丨, 92, 5605965, 0, 10444, 0, 5605965, 0, 10444, 0, 14593, 東平國, 梟
費明奴, 186, 5545468, 0, 700, 0, 5545468, 0, 700, 0, 13610, 東平國, 賊
天兵丨詩延夢, 181, 4629997, 0, 101, 0, 4710913, 0, 101, 0, 10570, 東平國, 梟
楓丨知秋, 134, 4238440, 0, 6051, 58095, 4238440, 0, 6051, 58095, 14070, 東平國, 梟
賊丨小珠, 152, 3025758, 0, 504, 0, 3025758, 0, 504, 0, 13360, 東平國, 賊
呆呆明主, 151, 2965905, 0, 1181, 0, 3003551, 0, 1181, 0, 16180, 東平國, 梟
胡言亂語, 176, 2859971, 0, 1543, 0, 2859971, 0, 1543, 0, 12050, 魯國, 梟
小赵, 187, 2075553, 0, 224, 0, 2075553, 0, 224, 0, 13328, 魯國, 梟
資料讀取中, 193, 1593027, 0, 96, 0, 1593027, 0, 96, 0, 8063, 魯國, 梟
速農丨柒佰, 172, 1107597, 0, 0, 0, 1107597, 0, 0, 0, 17560, 東平國, 賊
贼丨登神, 163, 1003365, 0, 683, 0, 1003365, 0, 683, 0, 13860, 東平國, 賊
賊霸王鮮果汁, 164, 951177, 0, 252, 0, 951177, 0, 252, 0, 15177, 東平國, 賊
天農丨動物餅, 195, 868313, 0, 0, 5409389, 1529412, 0, 0, 5409389, 4880, 魯國, 小號
諸戩, 189, 753762, 0, 1325, 0, 753762, 0, 1325, 0, 16680, 東平國, 梟
名是但啦, 159, 708831, 0, 1046, 0, 871100, 0, 1046, 0, 15610, 東平國, 梟
天堂烏, 173, 675192, 0, 770, 0, 675192, 0, 770, 0, 6663, 東平國, 天農
雞脾薯條, 148, 586023, 0, 1146, 0, 621254, 0, 1146, 0, 13300, 東平國, 梟
皮蛋豆腐, 156, 545082, 0, 1181, 0, 579927, 0, 1181, 0, 14490, 東平國, 梟
狂濤, 183, 396288, 0, 350, 0, 396288, 0, 350, 0, 17256, 東平國, 賊
天兵丨sku, 185, 337176, 0, 0, 0, 337176, 0, 0, 0, 17746, 東平國, 梟
賊丨熊兒, 161, 308829, 0, 794, 0, 467514, 0, 794, 0, 13619, 東平國, 賊
RAP孔明, 160, 297846, 0, 945, 0, 475412, 0, 945, 0, 16376, 東平國, 賊
義丨蚵仔煎, 192, 227037, 0, 101, 0, 280621, 0, 101, 0, 8346, 東平國, 天農
罷王硬上床, 188, 57888, 0, 0, 0, 57888, 0, 0, 0, 666, 魯國, 小號
夜梟丨日雨, 194, 38640, 0, 0, 3864000, 38817, 0, 0, 3864000, 931, 魯國, 小號
甘草瓜子, 177, 15, 0, 96, 0, 311870, 0, 96, 0, 13765, 魯國, 天農
西方世界, 191, 0, 0, 0, 0, 0, 0, 0, 0, 6614, 魯國, 梟
燕丨詩靈, 196, 0, 0, 0, 0, 0, 0, 0, 0, 7195, 魯國, 七劍
馬甲丨傲西狼, 178, 0, 0, 0, 0, 0, 0, 0, 0, 10033, 東平國, 未分組
皇朝, 168, 0, 0, 0, 0, 0, 0, 0, 0, 16659, 東平國, 未分組
老苦, 174, 0, 0, 0, 0, 0, 0, 0, 0, 17480, 東平國, 未分組
