成員, 貢獻排行, 貢獻本週, 戰功本週, 助攻本週, 捐獻本週, 貢獻總量, 戰功總量, 助攻總量, 捐獻總量, 勢力值, 所屬勢力, 分組
夜丨kh, 131, 43571003, 14373, 13681, 312161, 43609980, 14373, 13681, 312161, 23600, 山陽東郡, 梟
公益金牛, 104, 43509084, 19661, 26493, 0, 49101839, 19661, 26493, 0, 25355, 山陽東郡, 速農
速農丨小衛, 43, 43346136, 64474, 20228, 244050, 47477494, 64474, 20578, 367422, 16840, 山陽東郡, 速農
七劍I帥, 91, 43242411, 29136, 14976, 227678, 47489068, 29136, 15326, 227678, 22920, 山陽東郡, 七劍
兆, 123, 42971383, 18231, 12462, 0, 42971383, 18231, 12462, 0, 19930, 山陽東郡, 速農
芋妮布丁, 93, 42350549, 22509, 21960, 212789, 46530742, 22509, 22310, 212789, 23690, 山陽東郡, 天農
七劍l書, 109, 42203717, 29518, 13050, 90495, 45924692, 29518, 13050, 90495, 22610, 山陽東郡, 七劍
農民丨聖祈, 118, 41150339, 23294, 13151, 0, 44795102, 23294, 13151, 0, 24320, 山陽東郡, 賊
速農丨嘴囝, 49, 40781565, 52873, 14425, 124688, 43659539, 52873, 14425, 124688, 17773, 山陽東郡, 速農
七劍l蠻, 98, 40641154, 17117, 18501, 193662, 44016358, 17117, 18851, 193662, 27330, 山陽東郡, 七劍
蔓, 83, 40124999, 33780, 14753, 92199, 40124999, 33780, 14753, 92199, 23010, 山陽東郡, 梟
義火之王, 101, 39958869, 13264, 24753, 95770, 43342780, 13264, 24753, 95770, 17270, 山陽東郡, 賊
正版周姐轮, 141, 39340359, 17047, 9646, 227304, 40113963, 17047, 9646, 227304, 25093, 山陽東郡, 天農
天兵丨家信, 148, 39331701, 20664, 4207, 155842, 39331701, 20664, 4207, 155842, 20470, 山陽東郡, 梟
西涼馬孟起, 163, 38825365, 10161, 5794, 21364, 38825365, 10161, 5794, 21364, 21550, 山陽東郡, 賊
夜梟丨臥好, 153, 38751483, 15043, 8723, 253094, 41935892, 15043, 9073, 253094, 24012, 山陽東郡, 梟
芝士烏龍, 111, 38544853, 19749, 19287, 176957, 42286818, 19749, 19637, 176957, 23249, 山陽東郡, 天農
慈善羚羊, 117, 37779782, 26173, 13167, 47861, 41824404, 26173, 13167, 47861, 21030, 山陽東郡, 速農
賊丨宮砂曉, 99, 37526803, 25515, 17407, 275655, 37526803, 25515, 17407, 275655, 17690, 山陽東郡, 賊
酒館丨蜘蛛, 26, 37426854, 58430, 23037, 225171, 37678177, 58430, 23037, 225171, 24283, 山陽東郡, 速農
呆丨野郎, 112, 36901919, 21642, 16424, 132637, 40312564, 21642, 16424, 132637, 24293, 山陽東郡, 七劍
一粒米, 114, 36654094, 21596, 14615, 281893, 39810881, 21596, 14965, 281893, 19923, 山陽東郡, 天農
軟昨天阮經天, 119, 36545002, 12598, 18152, 0, 41971060, 12598, 18152, 0, 24260, 山陽東郡, 天農
獵火, 154, 35834180, 5769, 17209, 324056, 38851541, 5769, 17209, 324056, 19590, 山陽東郡, 賊
關天澄, 74, 35396574, 18595, 28513, 61730, 39057490, 18595, 28513, 61730, 23643, 山陽東郡, 天農
左晴嵐, 92, 35254770, 15532, 28498, 162523, 38880709, 15532, 28848, 162523, 22846, 山陽東郡, 天農
候希白, 159, 35149661, 1805, 15848, 65163, 37855430, 1805, 15848, 65163, 17849, 山陽東郡, 速農
農夫騎赤兔, 122, 34479706, 29102, 5323, 142672, 34491712, 29102, 5323, 142672, 20276, 山陽東郡, 速農
賊丨宮砂毀, 84, 34276876, 29759, 23609, 313013, 36571311, 29759, 23609, 313013, 19636, 山陽東郡, 賊
白夜行, 129, 34112512, 12087, 17781, 71789, 36668347, 12087, 18131, 71789, 20530, 山陽東郡, 賊
前田丨慶次, 106, 33698341, 25565, 15189, 136776, 37286281, 25565, 15189, 136776, 23370, 山陽東郡, 速農
速農丨様囝, 85, 33668566, 35122, 18060, 219220, 36492421, 35122, 18410, 219220, 22420, 山陽東郡, 速農
七劍I雞, 22, 33570933, 85245, 19213, 0, 37035028, 85245, 19213, 0, 22163, 山陽東郡, 七劍
花丨咖哩餅, 94, 32483357, 28549, 19885, 123590, 35487657, 28549, 20235, 123590, 18330, 山陽東郡, 天農
夜梟丨青天, 100, 32041536, 29346, 8093, 64678, 32041536, 29346, 8093, 64678, 20130, 山陽東郡, 梟
速農丨飄渺風, 54, 31379579, 53412, 21556, 66696, 35331539, 53412, 21556, 66696, 19100, 山陽東郡, 速農
低調丨添香, 68, 30932074, 48626, 14840, 49853, 31567969, 48626, 14840, 49853, 23852, 山陽東郡, 速農
夜梟丨Slb, 142, 30926432, 16160, 7844, 298482, 30926432, 16160, 7844, 298482, 20293, 山陽東郡, 梟
低調丨漫天, 140, 30861318, 16507, 9261, 50401, 32920309, 16507, 9261, 50401, 19329, 山陽東郡, 速農
方圓古風, 132, 29929270, 21872, 9324, 103849, 29929270, 21872, 9324, 103849, 20629, 山陽東郡, 賊
赤梟丨明智, 88, 29926807, 26457, 13072, 201202, 29926807, 26457, 13072, 201202, 19973, 山陽東郡, 賊
沐血龔, 105, 29491750, 19269, 25322, 181822, 31829736, 19269, 25322, 181822, 20920, 山陽東郡, 天農
方圓姜子牙, 116, 29033861, 19555, 8352, 92257, 29033861, 19555, 8352, 92257, 22440, 山陽東郡, 賊
战地记者一号, 186, 28386021, 2359, 2728, 0, 28386021, 2359, 2728, 0, 16463, 東平國, 梟
呆丨吉芸若, 90, 28016501, 20493, 19022, 0, 28016501, 20493, 19022, 0, 18330, 山陽東郡, 七劍
天兵丨朴彩英, 185, 27811615, 5109, 3710, 0, 27811615, 5109, 3710, 0, 17533, 山陽東郡, 梟
賊丨大和, 130, 27570941, 14989, 8703, 0, 27570941, 14989, 8703, 0, 19860, 山陽東郡, 賊
賊丨墊神, 166, 27301041, 5103, 10815, 1335147, 27301041, 5103, 10815, 1335147, 19270, 山陽東郡, 賊
teoh, 135, 27061157, 12726, 17979, 65411, 30296489, 12726, 17979, 65411, 20712, 山陽東郡, 天農
賊の賢, 128, 26997652, 22672, 9992, 0, 28441069, 22672, 10342, 0, 15230, 山陽東郡, 賊
心如刀割, 134, 26698566, 17024, 6588, 0, 26698566, 17024, 6588, 0, 20530, 山陽東郡, 梟
咩咕咩咕雪兔, 150, 26629624, 18803, 6455, 0, 26629624, 18803, 6455, 0, 18766, 山陽東郡, 天農
夜梟丨姐夫, 165, 26578995, 14346, 4179, 0, 26888055, 14346, 4179, 0, 20413, 山陽東郡, 梟
以武再會友, 157, 26489461, 13536, 2274, 133565, 26808023, 13536, 2274, 133565, 18190, 山陽東郡, 速農
夜梟丨知銀, 95, 26412032, 7723, 23266, 0, 29443953, 7723, 23616, 0, 19603, 山陽東郡, 梟
炭烤极光, 71, 25865901, 26254, 24196, 330783, 25865901, 26254, 24196, 330783, 16703, 山陽東郡, 天農
速農丨刀魔, 103, 25558371, 31663, 10368, 213226, 25558371, 31663, 10368, 213226, 16006, 山陽東郡, 賊
夜梟丨知金, 145, 25513527, 13666, 7323, 0, 25513527, 13666, 7323, 0, 20448, 山陽東郡, 梟
夜梟丨鳳, 82, 25096625, 32872, 19349, 163147, 25096625, 32872, 19349, 163147, 27180, 山陽東郡, 梟
義丨河了貂, 72, 24317241, 18865, 27183, 714016, 27406786, 18865, 27533, 714016, 13790, 山陽東郡, 天農
速農丨青蛙, 127, 23954344, 3532, 19608, 299880, 27180624, 3532, 19958, 299880, 20973, 山陽東郡, 天農
夜梟丨冬雪, 125, 23878423, 15880, 9054, 0, 23878423, 15880, 9054, 0, 16956, 山陽東郡, 梟
小雞君, 170, 23840607, 5190, 11543, 0, 23840607, 5190, 11543, 0, 17583, 東平國, 七劍
野原廣志丨, 164, 23794923, 1631, 10829, 0, 23794923, 1631, 10829, 0, 15590, 東平國, 梟
天兵丨詩延夢, 190, 23615076, 2149, 864, 0, 23695992, 2149, 864, 0, 16859, 東平國, 梟
皇道丨製酒仙, 160, 23391770, 11996, 6525, 0, 23391770, 11996, 6525, 0, 21090, 山陽東郡, 天農
皇道丨滾球獸, 146, 23326126, 17150, 7125, 32305, 23326126, 17150, 7125, 32305, 23123, 山陽東郡, 天農
寂寞的沙漠, 184, 23204485, 7642, 2100, 0, 23204485, 7642, 2100, 0, 19095, 東平國, 賊
鋼鐵頭, 144, 23013563, 21610, 3536, 0, 23013563, 21610, 3536, 0, 19463, 山陽東郡, 賊
賊丨本心, 151, 22781517, 15167, 9430, 162582, 25158586, 15167, 9780, 162582, 12130, 山陽東郡, 賊
夜梟丨南宮, 143, 22185554, 3769, 18314, 125142, 24227571, 3769, 18664, 125142, 17053, 山陽東郡, 梟
皇朝, 177, 22172721, 9992, 1501, 0, 22172721, 9992, 1501, 0, 21313, 山陽東郡, 梟
夜梟丨韓豚寶, 172, 22166340, 13432, 3794, 0, 22166340, 13432, 3794, 0, 16660, 山陽東郡, 梟
甘草瓜子, 169, 22032669, 14641, 1201, 61187, 22344524, 14641, 1201, 61187, 18913, 東平國, 天農
費明奴, 191, 21031390, 4683, 1050, 0, 21031390, 4683, 1050, 0, 18770, 東平國, 賊
天兵丨不倒翁, 187, 20992748, 4317, 1924, 0, 20992748, 4317, 1924, 0, 17583, 東平國, 梟
楓丨知秋, 133, 20315159, 19189, 9549, 580639, 20315159, 19189, 9549, 580639, 18936, 山陽東郡, 梟
天兵丨sku, 182, 20225409, 7454, 1428, 0, 20225409, 7454, 1428, 0, 19680, 東平國, 梟
赤梟丨三皇, 168, 20163381, 5228, 10990, 0, 20435859, 5228, 10990, 0, 18261, 山陽東郡, 梟
公孫明策, 188, 18693972, 6053, 1004, 0, 18693972, 6053, 1004, 0, 17100, 山陽東郡, 梟
小赵, 192, 18067107, 3011, 959, 0, 18067107, 3011, 959, 0, 19273, 東平國, 梟
賊丨小珠, 161, 17750864, 11772, 3814, 0, 17750864, 11772, 3814, 0, 14503, 山陽東郡, 賊
浩哥在此, 174, 17657135, 2801, 10058, 212941, 17998206, 2801, 10058, 212941, 16975, 山陽東郡, 賊
上官紅塵, 175, 17645278, 12779, 2626, 0, 17993879, 12779, 2626, 0, 20790, 山陽東郡, 梟
速農丨柒佰, 181, 16886045, 7687, 861, 97087, 16886045, 7687, 861, 97087, 21100, 山陽東郡, 賊
贼丨登神, 173, 16615348, 10224, 2882, 157127, 16615348, 10224, 2882, 157127, 15910, 山陽東郡, 賊
老苦, 124, 16061932, 31044, 1676, 220729, 16061932, 31044, 1676, 220729, 22001, 山陽東郡, 梟
狂濤, 156, 15998466, 19674, 3434, 197507, 15998466, 19674, 3434, 197507, 18686, 山陽東郡, 賊
常樂, 110, 15949367, 8272, 15405, 651995, 18223553, 8272, 15405, 651995, 13663, 山陽東郡, 賊
諸戩, 138, 15847037, 29208, 2033, 221647, 15847037, 29208, 2033, 221647, 21830, 山陽東郡, 梟
皮蛋豆腐, 171, 15827718, 8547, 4297, 0, 15862563, 8547, 4297, 0, 16900, 山陽東郡, 梟
逸後, 121, 15634746, 18760, 9089, 0, 15654551, 18760, 9089, 0, 25200, 山陽東郡, 梟
賊丨熊兒, 167, 15337044, 9916, 5036, 171878, 15495729, 9916, 5036, 171878, 16429, 山陽東郡, 賊
呆呆明主, 113, 14772666, 32647, 3098, 0, 14810312, 32647, 3098, 0, 18010, 山陽東郡, 梟
RAP孔明, 136, 14770604, 16855, 7826, 155334, 14948170, 16855, 7826, 155334, 18856, 山陽東郡, 賊
賊霸王鮮果汁, 155, 14729148, 19310, 1611, 0, 14729148, 19310, 1611, 0, 16103, 山陽東郡, 賊
胡言亂語, 139, 13235445, 13802, 8194, 0, 13235445, 13802, 8194, 0, 17870, 山陽東郡, 梟
雷毅, 162, 12985003, 0, 15881, 1421523, 12985003, 0, 15881, 1421523, 10676, 山陽東郡, 七劍
馬甲丨傲西狼, 193, 12867318, 1106, 350, 35524, 12867318, 1106, 350, 35524, 15326, 東平國, 賊
天堂烏, 189, 11720348, 2873, 1986, 0, 11720348, 2873, 1986, 0, 12072, 山陽東郡, 天農
雞脾薯條, 149, 11209122, 18099, 4209, 0, 11244353, 18099, 4209, 0, 16403, 山陽東郡, 梟
義丨蚵仔煎, 194, 11162273, 32, 801, 153135, 11215857, 32, 801, 153135, 13130, 東平國, 天農
資料讀取中, 195, 9833023, 0, 131, 0, 9833023, 0, 131, 0, 11020, 魯國, 梟
名是但啦, 158, 9713473, 15681, 2967, 0, 9875742, 15681, 2967, 0, 18210, 山陽東郡, 梟
臭雞, 176, 7517988, 13249, 1287, 0, 7517988, 13249, 1287, 0, 14269, 東平國, 賊
胡說八道, 178, 7094184, 11861, 1717, 0, 7094184, 11861, 1717, 0, 12763, 山陽東郡, 梟
燕丨詩靈, 198, 5643321, 0, 0, 0, 5643321, 0, 0, 0, 10555, 魯國, 七劍
西方世界, 183, 3753661, 9986, 1826, 62508, 3753661, 9986, 1826, 62508, 8860, 山陽東郡, 梟
天農丨動物餅, 197, 925536, 0, 0, 5859092, 1586635, 0, 0, 5859092, 4886, 山陽東郡, 小號
夜梟丨沐日, 199, 832821, 0, 0, 0, 832821, 0, 0, 0, 3212, 魯國, 天農
南得拉, 200, 136199, 0, 0, 543722, 136199, 0, 0, 543722, 835, 魯國, 小號
夜梟丨日雨, 196, 106666, 0, 0, 10666796, 106843, 0, 0, 10666796, 931, 魯國, 小號
