成員, 貢獻排行, 貢獻本週, 戰功本週, 助攻本週, 捐獻本週, 貢獻總量, 戰功總量, 助攻總量, 捐獻總量, 勢力值, 所屬勢力, 分組
魔項羽, 102, 50869444, 0, 7393, 0, 57159690, 0, 7393, 0, 27290, 東平國, 速農
速農丨比利, 16, 49607586, 0, 12723, 0, 53976627, 0, 12723, 0, 26750, 東平國, 速農
SP路爾斯, 107, 47800438, 0, 12134, 0, 52832190, 0, 12134, 0, 23900, 東平國, 速農
龍捲丨風, 72, 47799923, 0, 17062, 0, 52435738, 0, 17062, 0, 27630, 東平國, 速農
SP香奈兒, 82, 46321850, 0, 13587, 0, 51420764, 0, 13587, 0, 24750, 東平國, 速農
內塔尼夜壺, 7, 44871877, 0, 8163, 0, 52035979, 0, 8163, 0, 28110, 東平國, 速農
呆丨屍符, 67, 44420627, 0, 10654, 0, 50767696, 0, 11004, 0, 25410, 東平國, 七劍
低調丨銅怪, 18, 44400324, 0, 13045, 0, 49976977, 0, 13395, 0, 22570, 東平國, 速農
帥哥大蘭交, 50, 43220829, 0, 22148, 0, 45773003, 0, 22148, 0, 27650, 東平國, 賊
內塔夜尼壺, 13, 41719219, 0, 17089, 0, 46244180, 0, 17089, 0, 26080, 東平國, 速農
速農丨伊蕾娜, 128, 40817172, 0, 9016, 0, 45359995, 0, 9016, 0, 27610, 東平國, 速農
七剑l强, 17, 40402014, 0, 16667, 0, 44695820, 0, 16667, 0, 22570, 東平國, 七劍
七劍l馳, 20, 39849960, 0, 12621, 0, 45702381, 0, 12621, 0, 26358, 東平國, 七劍
速農丨蒙面俠, 113, 39476182, 0, 10062, 401057, 43577109, 0, 10062, 401057, 21119, 東平國, 速農
香丨名牌, 22, 38855157, 0, 10787, 0, 44101879, 0, 10787, 0, 22283, 東平國, 速農
速農丨大吉, 6, 38852004, 0, 12362, 0, 44012878, 0, 12362, 0, 24830, 東平國, 速農
七劍l克, 135, 38588891, 0, 5414, 0, 43921898, 0, 5414, 0, 25400, 東平國, 七劍
件衫跌緊落嚟, 91, 37804765, 0, 13629, 0, 41620037, 0, 13629, 0, 21435, 東平國, 天農
速農丨微涼風, 47, 36616556, 0, 7823, 0, 41407806, 0, 7823, 0, 27740, 東平國, 速農
七剑l龍, 19, 36370875, 0, 20264, 0, 41758820, 0, 20264, 0, 20110, 東平國, 七劍
速農丨中吉, 4, 36360558, 0, 20385, 200975, 40821269, 0, 20735, 200975, 22939, 東平國, 速農
米乂雅嘎靡, 129, 34097221, 0, 8840, 0, 35601364, 0, 9190, 0, 21612, 東平國, 七劍
速農丨瑋哥, 44, 33991082, 0, 10362, 0, 33991082, 0, 10362, 0, 22120, 東平國, 速農
速農丨麥秋, 3, 33979827, 0, 12894, 0, 38878194, 0, 12894, 0, 21866, 東平國, 速農
我想返屋企, 45, 33929173, 0, 17744, 0, 38813208, 0, 18094, 0, 23050, 東平國, 天農
七劍l富, 41, 33668907, 0, 14973, 0, 38907062, 0, 15323, 0, 23743, 東平國, 七劍
無敵の螢火蟲, 174, 33543890, 0, 1084, 0, 33543890, 0, 1084, 0, 21053, 東平國, 速農
呆丨子瑜, 34, 32897145, 0, 5861, 0, 36766618, 0, 5861, 0, 27190, 東平國, 七劍
七劍l朱, 122, 32735046, 0, 7227, 0, 34672190, 0, 7227, 0, 23033, 東平國, 七劍
呆丨道友, 12, 32707683, 0, 14079, 0, 37765575, 0, 14079, 0, 22610, 東平國, 七劍
酪梨好吃, 64, 32643991, 0, 14951, 0, 36778225, 0, 14951, 0, 20250, 東平國, 天農
RON, 142, 32591959, 0, 6761, 0, 35807963, 0, 6761, 0, 19593, 東平國, 速農
香丨賀歷斯, 140, 32422407, 0, 6673, 0, 37510706, 0, 6673, 0, 20176, 東平國, 速農
大輝, 173, 32217028, 0, 2192, 0, 35362230, 0, 2192, 0, 22923, 東平國, 速農
低調丨橙, 31, 32132889, 0, 15676, 0, 37061723, 0, 15676, 0, 25899, 東平國, 速農
内塔尼夜壺, 55, 31897583, 0, 9404, 210737, 36542515, 0, 9404, 210737, 22080, 東平國, 速農
北境丨嘯西風, 133, 31267234, 0, 7103, 48713, 35983575, 0, 7453, 48713, 21980, 東平國, 梟
王小羽, 2, 31061595, 0, 19013, 0, 35325416, 0, 19363, 0, 20956, 東平國, 速農
呆丨中蓈, 53, 30693460, 0, 19584, 0, 35945334, 0, 19584, 0, 21380, 東平國, 七劍
路過的生命體, 35, 30625481, 0, 10080, 0, 30625481, 0, 10080, 0, 21450, 東平國, 梟
小妹天天, 61, 30577116, 0, 12841, 0, 35671599, 0, 12841, 0, 19630, 東平國, 天農
不倦, 98, 30502038, 0, 12818, 0, 31040115, 0, 12818, 0, 20390, 東平國, 七劍
老剛, 167, 30442205, 0, 2629, 0, 32745419, 0, 2629, 0, 18320, 東平國, 賊
找謝丨武冽, 11, 30219740, 0, 14756, 0, 34229820, 0, 14756, 0, 24023, 東平國, 速農
速農丨基囝, 51, 29679801, 0, 18797, 0, 34486515, 0, 18797, 0, 18949, 東平國, 速農
關北军, 117, 29559195, 0, 8833, 0, 31003730, 0, 8833, 0, 18773, 東平國, 梟
雙子, 40, 29400998, 0, 19573, 0, 34060838, 0, 19923, 0, 18700, 東平國, 速農
七劍I睿, 54, 28337265, 0, 16926, 0, 31376596, 0, 16926, 0, 20420, 東平國, 七劍
七劍IH, 123, 28051787, 0, 2798, 0, 28051787, 0, 2798, 0, 18542, 東平國, 七劍
花丨羊羊, 25, 27632372, 0, 11425, 0, 31880774, 0, 11775, 0, 21149, 東平國, 天農
摆烂丨椰子, 1, 27597362, 0, 21643, 0, 32044682, 0, 21993, 0, 22536, 東平國, 速農
鹹酥雞, 26, 27530324, 0, 9640, 0, 31419966, 0, 9640, 0, 18420, 東平國, 賊
酒館丨大GG, 130, 27429043, 0, 8030, 0, 30438675, 0, 8380, 0, 21830, 東平國, 梟
速農丨樣囝, 39, 26541616, 0, 16181, 0, 29733317, 0, 16531, 0, 21380, 東平國, 速農
左芸, 119, 26487855, 0, 6644, 0, 26487855, 0, 6644, 0, 19200, 東平國, 梟
七劍l書, 120, 26087471, 0, 10384, 0, 29808446, 0, 10384, 0, 21288, 東平國, 七劍
速農丨小衛, 57, 25635104, 0, 14929, 0, 29766462, 0, 15279, 123372, 15530, 東平國, 速農
霸道龍王, 63, 25566058, 0, 10851, 0, 27449371, 0, 11201, 0, 18030, 東平國, 速農
七劍l緊, 27, 25185278, 0, 16269, 0, 27025214, 0, 16619, 0, 20010, 東平國, 七劍
七劍l蠻, 43, 25131673, 0, 15134, 0, 28506877, 0, 15484, 0, 20280, 東平國, 七劍
七劍l狀, 58, 24910245, 0, 16818, 0, 30638113, 0, 17168, 0, 22280, 東平國, 七劍
李健豪, 156, 24654474, 0, 2252, 0, 25764087, 0, 2252, 0, 15430, 東平國, 梟
方圓戴歐克法, 15, 24649518, 0, 18427, 0, 28022562, 0, 18777, 0, 18910, 東平國, 賊
七劍l霍, 83, 24579550, 0, 15031, 0, 29430016, 0, 15031, 0, 23500, 東平國, 七劍
農民丨聖祈, 103, 24089837, 0, 11555, 0, 27734600, 0, 11555, 0, 20920, 東平國, 賊
酒館丨蜘蛛, 5, 23371502, 0, 18870, 0, 23622825, 0, 18870, 0, 21323, 東平國, 速農
天兵丨夜吹雪, 56, 22952103, 0, 10548, 0, 22952103, 0, 10548, 0, 16830, 東平國, 梟
七劍I帥, 65, 22730523, 0, 11171, 0, 26977180, 0, 11521, 0, 19820, 東平國, 七劍
箂, 136, 22711431, 0, 6991, 0, 24308592, 0, 6991, 0, 19093, 東平國, 速農
公益金牛, 49, 22663266, 0, 22939, 0, 28256021, 0, 22939, 0, 19270, 東平國, 速農
軟昨天阮經天, 73, 22524763, 0, 13940, 0, 27950821, 0, 13940, 0, 19840, 東平國, 天農
速農丨怕囝, 10, 22500295, 0, 14172, 0, 25575832, 0, 14522, 0, 18600, 東平國, 速農
呆丨野郎, 86, 22387299, 0, 10923, 0, 25797944, 0, 10923, 0, 20760, 東平國, 七劍
速農丨様囝, 84, 22203119, 0, 13729, 0, 25026974, 0, 14079, 0, 18620, 東平國, 速農
花丨咖哩餅, 90, 21612075, 0, 13639, 0, 24616375, 0, 13989, 0, 17820, 東平國, 天農
速農丨嘴囝, 46, 21575532, 0, 8036, 0, 24453506, 0, 8036, 0, 15243, 東平國, 速農
義火之王, 42, 21440166, 0, 18767, 0, 24824077, 0, 18767, 0, 16893, 東平國, 天農
正版周姐轮, 126, 21425938, 0, 6641, 0, 22199542, 0, 6641, 0, 15910, 東平國, 天農
天兵丨醫聖鵲, 101, 21375623, 0, 7572, 0, 21375623, 0, 7572, 0, 18200, 東平國, 梟
七劍I雞, 14, 21317964, 0, 13799, 0, 24782059, 0, 13799, 0, 20955, 東平國, 七劍
黃雀先生, 8, 20693673, 0, 17253, 0, 23876848, 0, 17603, 0, 21590, 東平國, 七劍
一粒米, 78, 20025598, 0, 12480, 0, 23182385, 0, 12830, 0, 18250, 東平國, 天農
七劍l柯, 71, 19997132, 0, 16563, 0, 23039316, 0, 16913, 0, 20340, 東平國, 七劍
速農丨飄渺風, 66, 19750632, 0, 14909, 0, 23702592, 0, 14909, 0, 15269, 東平國, 速農
赤梟丨明智, 104, 19587473, 0, 6979, 0, 19587473, 0, 6979, 0, 16190, 東平國, 賊
兆, 99, 19427941, 0, 9566, 0, 19427941, 0, 9566, 0, 15876, 東平國, 速農
慈善羚羊, 109, 18863583, 0, 11291, 0, 22908205, 0, 11291, 0, 16688, 東平國, 速農
低調丨漫天, 139, 18811500, 0, 7263, 0, 20870491, 0, 7263, 0, 16246, 東平國, 速農
沐血龔, 52, 18572782, 0, 20165, 0, 20910768, 0, 20165, 0, 15063, 東平國, 天農
前田丨慶次, 97, 18473249, 0, 12060, 0, 22061189, 0, 12060, 0, 18660, 東平國, 速農
賊丨宮砂曉, 81, 17874440, 0, 10522, 0, 17874440, 0, 10522, 0, 15330, 東平國, 賊
蔓, 106, 17775048, 0, 7143, 0, 17775048, 0, 7143, 0, 18193, 東平國, 梟
芝士烏龍, 77, 17612499, 0, 14081, 0, 21354464, 0, 14431, 0, 17726, 東平國, 天農
芋妮布丁, 68, 17581802, 0, 17578, 0, 21761995, 0, 17928, 0, 17790, 東平國, 天農
Bululu, 76, 17538167, 0, 11900, 0, 20653431, 0, 11900, 0, 17830, 東平國, 天農
夜梟丨臥好, 148, 17499057, 0, 5219, 0, 20683466, 0, 5569, 0, 16336, 東平國, 梟
左晴嵐, 29, 17473900, 0, 21220, 0, 21099839, 0, 21570, 0, 17563, 東平國, 天農
夜丨kh, 94, 17388413, 0, 8573, 0, 17427390, 0, 8573, 0, 18420, 東平國, 梟
獵火, 95, 17024029, 0, 13513, 0, 20041390, 0, 13513, 0, 17010, 東平國, 賊
七劍l年, 80, 16756854, 0, 15240, 0, 19503015, 0, 15240, 0, 17323, 東平國, 七劍
七劍l哈, 164, 16751279, 0, 2502, 0, 16751279, 0, 2502, 0, 21163, 東平國, 七劍
ll蒼ll, 138, 16742151, 0, 7407, 0, 16742151, 0, 7407, 0, 17960, 東平國, 未分組
夜梟丨知金, 121, 16583171, 0, 3433, 0, 16583171, 0, 3433, 0, 16880, 東平國, 梟
天兵丨家信, 150, 16569165, 0, 2590, 0, 16569165, 0, 2590, 0, 15560, 東平國, 梟
幻喵, 96, 16464156, 0, 8820, 0, 16464156, 0, 8820, 0, 17589, 東平國, 梟
夜梟丨知銀, 38, 16301027, 0, 16371, 0, 19332948, 0, 16721, 0, 16607, 東平國, 梟
以武再會友, 152, 16200837, 0, 1325, 0, 16519399, 0, 1325, 0, 18370, 東平國, 速農
賊丨宮砂毀, 48, 16045327, 0, 17778, 0, 18339762, 0, 17778, 0, 15653, 東平國, 賊
忍者龜, 147, 15593100, 0, 5309, 0, 15667464, 0, 5309, 0, 15205, 東平國, 天農
賊の賢, 118, 15405964, 0, 9457, 0, 16849381, 0, 9807, 0, 14038, 東平國, 賊
皇道丨滾球獸, 131, 15025637, 0, 5649, 0, 15025637, 0, 5649, 0, 17726, 東平國, 天農
白夜行, 79, 14927200, 0, 14339, 0, 17483035, 0, 14689, 0, 14570, 東平國, 賊
皇道丨製酒仙, 153, 14813976, 0, 3383, 0, 14813976, 0, 3383, 0, 17610, 東平國, 天農
關天澄, 33, 14434107, 0, 18694, 0, 18095023, 0, 18694, 0, 17413, 東平國, 天農
夜梟丨姐夫, 172, 13767894, 0, 1330, 0, 14076954, 0, 1330, 0, 17456, 東平國, 梟
炭烤极光, 21, 13583690, 0, 17295, 0, 13583690, 0, 17295, 0, 14273, 東平國, 天農
呆丨吉芸若, 30, 13581221, 0, 14382, 0, 13581221, 0, 14382, 0, 15276, 東平國, 七劍
賊丨大和, 114, 13389509, 0, 7460, 0, 13389509, 0, 7460, 0, 17740, 東平國, 賊
候希白, 111, 12554842, 0, 9196, 0, 15260611, 0, 9196, 0, 14370, 東平國, 速農
夜梟丨南宮, 59, 12497477, 0, 14649, 0, 14539494, 0, 14999, 0, 16011, 東平國, 梟
心如刀割, 110, 12481938, 0, 3439, 0, 12481938, 0, 3439, 0, 19083, 東平國, 梟
義丨河了貂, 28, 12480211, 0, 21628, 0, 15569756, 0, 21978, 0, 12755, 東平國, 天農
速農丨刀魔, 116, 12380921, 0, 6006, 0, 12380921, 0, 6006, 0, 14116, 東平國, 賊
賊丨墊神, 125, 12121641, 0, 7847, 0, 12121641, 0, 7847, 0, 14893, 東平國, 賊
赤梟丨三皇, 132, 11953893, 0, 7371, 0, 12226371, 0, 7371, 0, 15193, 東平國, 梟
低調丨添香, 100, 11251684, 0, 9044, 0, 11887579, 0, 9044, 0, 15004, 東平國, 速農
teoh, 105, 11135003, 0, 12593, 0, 14370335, 0, 12593, 0, 14743, 東平國, 天農
夜梟丨韓豚寶, 178, 10730124, 0, 1223, 0, 10730124, 0, 1223, 0, 12923, 東平國, 梟
夜梟丨鳳, 85, 10648335, 0, 12182, 0, 10648335, 0, 12182, 0, 19473, 魯國, 梟
夜梟丨冬雪, 115, 10620087, 0, 4546, 0, 10620087, 0, 4546, 0, 15803, 東平國, 梟
速農丨青蛙, 62, 10168484, 0, 13134, 0, 13394764, 0, 13484, 0, 15020, 東平國, 天農
西涼馬孟起, 143, 10039033, 0, 3918, 0, 10039033, 0, 3918, 0, 17846, 東平國, 賊
賊丨本心, 127, 9972415, 0, 7949, 0, 12349484, 0, 8299, 0, 11410, 東平國, 賊
鋼鐵頭, 151, 9858611, 0, 2549, 0, 9858611, 0, 2549, 0, 16334, 東平國, 賊
夜梟丨青天, 88, 9741628, 0, 4430, 0, 9741628, 0, 4430, 0, 16850, 東平國, 梟
方圓姜子牙, 146, 9692406, 0, 3142, 0, 9692406, 0, 3142, 0, 17406, 東平國, 賊
夜梟丨Slb, 141, 9312899, 0, 3143, 0, 9312899, 0, 3143, 0, 13810, 東平國, 梟
战地记者一号, 166, 9305551, 0, 504, 0, 9305551, 0, 504, 0, 15833, 東平國, 梟
小雞君, 144, 9266357, 0, 6972, 0, 9266357, 0, 6972, 0, 15769, 東平國, 七劍
咩咕咩咕雪兔, 160, 8607998, 0, 2729, 0, 8607998, 0, 2729, 0, 13868, 東平國, 天農
雷毅, 112, 8604654, 0, 8622, 0, 8604654, 0, 8622, 0, 10364, 東平國, 七劍
天兵丨朴彩英, 169, 8391961, 0, 2583, 0, 8391961, 0, 2583, 0, 14790, 東平國, 梟
上官紅塵, 180, 7757158, 0, 854, 0, 8105759, 0, 854, 0, 18413, 東平國, 梟
常樂, 23, 7570217, 0, 13770, 0, 9844403, 0, 13770, 0, 10425, 東平國, 賊
浩哥在此, 124, 7525587, 0, 7787, 0, 7866658, 0, 7787, 0, 13686, 東平國, 賊
方圓古風, 158, 7386807, 0, 2108, 0, 7386807, 0, 2108, 0, 17083, 東平國, 賊
農夫騎赤兔, 149, 6289017, 0, 3255, 0, 6301023, 0, 3255, 0, 15683, 東平國, 速農
逸後, 137, 5631564, 0, 4458, 0, 5651369, 0, 4458, 0, 20990, 東平國, 天農
天兵丨不倒翁, 179, 5593901, 0, 801, 0, 5593901, 0, 801, 0, 16898, 東平國, 梟
野原廣志丨, 92, 5511300, 0, 9292, 0, 5511300, 0, 9292, 0, 14433, 東平國, 梟
費明奴, 182, 4776522, 0, 0, 0, 4776522, 0, 0, 0, 12523, 東平國, 賊
楓丨知秋, 145, 3985665, 0, 5001, 0, 3985665, 0, 5001, 0, 14070, 東平國, 梟
天兵丨詩延夢, 175, 3947962, 0, 101, 0, 4028878, 0, 101, 0, 10019, 魯國, 梟
公孫明策, 185, 3621345, 0, 269, 0, 3621345, 0, 269, 0, 9582, 東平國, 梟
胡言亂語, 181, 2030093, 0, 490, 0, 2030093, 0, 490, 0, 12050, 魯國, 梟
呆呆明主, 157, 1147953, 0, 0, 0, 1185599, 0, 0, 0, 16180, 東平國, 梟
速農丨柒佰, 170, 1107597, 0, 0, 0, 1107597, 0, 0, 0, 17580, 東平國, 賊
小赵, 184, 881121, 0, 0, 0, 881121, 0, 0, 0, 13056, 魯國, 梟
資料讀取中, 187, 877695, 0, 96, 0, 877695, 0, 96, 0, 7180, 魯國, 梟
天農丨動物餅, 189, 848694, 0, 0, 3447460, 1509793, 0, 0, 3447460, 4783, 魯國, 小號
名是但啦, 162, 708831, 0, 0, 0, 871100, 0, 0, 0, 15610, 東平國, 梟
諸戩, 186, 705162, 0, 0, 0, 705162, 0, 0, 0, 16680, 東平國, 梟
雞脾薯條, 155, 586023, 0, 0, 0, 621254, 0, 0, 0, 13200, 東平國, 梟
皮蛋豆腐, 159, 518667, 0, 0, 0, 553512, 0, 0, 0, 14290, 東平國, 梟
贼丨登神, 165, 474180, 0, 0, 0, 474180, 0, 0, 0, 13520, 東平國, 賊
狂濤, 177, 396288, 0, 0, 0, 396288, 0, 0, 0, 17139, 東平國, 未分組
賊丨小珠, 154, 345819, 0, 0, 0, 345819, 0, 0, 0, 13360, 東平國, 賊
賊丨熊兒, 163, 308829, 0, 0, 0, 467514, 0, 0, 0, 13579, 東平國, 賊
賊霸王鮮果汁, 176, 79896, 0, 0, 0, 79896, 0, 0, 0, 15177, 東平國, 賊
罷王硬上床, 183, 44013, 0, 0, 0, 44013, 0, 0, 0, 566, 魯國, 小號
夜梟丨日雨, 188, 38640, 0, 0, 3864000, 38817, 0, 0, 3864000, 931, 魯國, 小號
RAP孔明, 161, 0, 0, 0, 0, 177566, 0, 0, 0, 16376, 東平國, 賊
天堂烏, 171, 0, 0, 350, 0, 0, 0, 350, 0, 5846, 東平國, 天農
