成員, 貢獻排行, 貢獻本週, 戰功本週, 助攻本週, 捐獻本週, 貢獻總量, 戰功總量, 助攻總量, 捐獻總量, 勢力值, 所屬勢力, 分組
七劍l克, 53, 55281704, 77729, 6669, 147269, 60614711, 77729, 6669, 147269, 25960, 山陽東郡, 七劍
内塔尼夜壺, 10, 55014575, 145191, 13060, 210737, 59659507, 145191, 13060, 210737, 26150, 山陽東郡, 速農
呆丨中蓈, 64, 54776905, 44040, 24218, 0, 60028779, 44040, 24218, 0, 26992, 山陽東郡, 七劍
酪梨好吃, 56, 53372374, 56664, 16423, 60249, 57506608, 56664, 16423, 60249, 20580, 山陽東郡, 天農
北境丨嘯西風, 36, 52894505, 95158, 9469, 457526, 57610846, 95158, 9819, 457526, 27270, 山陽東郡, 梟
天兵丨夜吹雪, 73, 52712304, 31552, 14718, 95816, 52712304, 31552, 14718, 95816, 20110, 山陽東郡, 梟
花丨羊羊, 105, 52188650, 20025, 12926, 0, 56437052, 20025, 13276, 0, 25980, 山陽東郡, 天農
王小羽, 32, 52158698, 51920, 25543, 236397, 56422519, 51920, 25893, 236397, 26990, 山陽東郡, 速農
米乂雅嘎靡, 65, 51879959, 64590, 11273, 0, 53384102, 64590, 11623, 0, 25750, 山陽東郡, 七劍
速農丨怕囝, 25, 51691262, 84315, 21959, 201197, 54766799, 84315, 22309, 201197, 24373, 山陽東郡, 速農
我想返屋企, 81, 51528503, 31638, 23278, 0, 56412538, 31638, 23628, 0, 27403, 山陽東郡, 天農
找謝丨武冽, 42, 51395651, 50350, 20144, 0, 55405731, 50350, 20144, 0, 28983, 山陽東郡, 速農
小妹天天, 44, 50427975, 72437, 16459, 34054, 55522458, 72437, 16459, 34054, 23990, 山陽東郡, 天農
關北军, 147, 50188562, 13948, 12241, 100905, 51633097, 13948, 12241, 100905, 19883, 山陽東郡, 梟
Bululu, 111, 49711094, 23399, 16355, 114020, 52826358, 23399, 16355, 114020, 22670, 山陽東郡, 天農
幻喵, 82, 49469784, 43634, 13254, 0, 49469784, 43634, 13254, 0, 20310, 山陽東郡, 梟
七劍l哈, 118, 49445159, 39476, 3454, 165637, 49445159, 39476, 3454, 165637, 28680, 山陽東郡, 七劍
方圓戴歐克法, 41, 49035091, 46510, 28161, 211371, 52408135, 46510, 28511, 211371, 25466, 山陽東郡, 賊
箂, 68, 48855870, 60240, 12111, 118074, 50453031, 60240, 12111, 118074, 22393, 山陽東郡, 速農
七劍l緊, 38, 48530257, 64793, 19345, 93731, 50370193, 64793, 19695, 93731, 25960, 山陽東郡, 七劍
天兵丨醫聖鵲, 114, 48053248, 31362, 11595, 85745, 48053248, 31362, 11595, 85745, 21200, 山陽東郡, 梟
酒館丨大GG, 78, 47888882, 45408, 11438, 115681, 50898514, 45408, 11788, 115681, 23493, 山陽東郡, 梟
七劍l霍, 35, 46383925, 77293, 21231, 0, 51234391, 77293, 21231, 0, 26690, 山陽東郡, 七劍
李健豪, 87, 45970029, 51894, 5834, 114847, 47079642, 51894, 5834, 114847, 19962, 山陽東郡, 梟
七劍l狀, 47, 45951165, 63300, 22313, 0, 51679033, 63300, 22663, 0, 26570, 山陽東郡, 七劍
速農丨小衛, 48, 45666675, 68204, 20228, 244050, 49798033, 68204, 20578, 367422, 17160, 山陽東郡, 速農
黃雀先生, 26, 45611937, 73582, 27291, 413407, 48795112, 73582, 27641, 413407, 22960, 山陽東郡, 七劍
忍者龜, 128, 45166003, 29897, 7276, 0, 45240367, 29897, 7276, 0, 21563, 山陽東郡, 天農
七劍l年, 112, 45077115, 23859, 19415, 0, 47823276, 23859, 19415, 0, 20988, 山陽東郡, 七劍
速農丨樣囝, 30, 45030773, 87109, 21039, 73183, 48222474, 87109, 21389, 73183, 27090, 山陽東郡, 速農
公益金牛, 103, 44449137, 25045, 26493, 0, 50041892, 25045, 26493, 0, 25529, 山陽東郡, 速農
七劍I帥, 90, 44438053, 33882, 15058, 248804, 48684710, 33882, 15408, 248804, 22920, 山陽東郡, 七劍
夜丨kh, 124, 44427554, 19741, 13681, 312161, 44466531, 19741, 13681, 312161, 23850, 山陽東郡, 梟
芋妮布丁, 91, 44165618, 28023, 21960, 212789, 48345811, 28023, 22310, 212789, 24090, 山陽東郡, 天農
老剛, 139, 43946199, 29701, 3679, 0, 46249413, 29701, 3679, 0, 22690, 山陽東郡, 賊
農民丨聖祈, 121, 43893434, 24242, 13151, 0, 47538197, 24242, 13151, 0, 24320, 山陽東郡, 賊
七劍l書, 92, 43821665, 42511, 13050, 90495, 47542640, 42511, 13050, 90495, 23410, 山陽東郡, 七劍
兆, 125, 43520932, 20144, 12462, 0, 43520932, 20144, 12462, 0, 19930, 山陽東郡, 速農
七劍l蠻, 98, 42647446, 23675, 18823, 193662, 46022650, 23675, 19173, 193662, 27466, 山陽東郡, 七劍
蔓, 84, 41687081, 36496, 14878, 92199, 41687081, 36496, 14878, 92199, 23013, 山陽東郡, 梟
速農丨嘴囝, 52, 41653383, 55110, 14425, 124688, 44531357, 55110, 14425, 124688, 17773, 山陽東郡, 速農
天兵丨家信, 141, 41125842, 25768, 4207, 155842, 41125842, 25768, 4207, 155842, 20530, 山陽東郡, 梟
正版周姐轮, 138, 40662368, 21064, 9646, 454087, 41435972, 21064, 9646, 454087, 25093, 山陽東郡, 天農
義火之王, 100, 40422152, 18012, 24753, 123832, 43806063, 18012, 24753, 123832, 17176, 山陽東郡, 賊
慈善羚羊, 116, 39368075, 31669, 13167, 47861, 43412697, 31669, 13167, 47861, 20920, 山陽東郡, 速農
一粒米, 115, 39310369, 24904, 14615, 281893, 42467156, 24904, 14965, 281893, 19923, 山陽東郡, 天農
芝士烏龍, 117, 39284032, 21893, 19287, 176957, 43025997, 21893, 19637, 176957, 23696, 山陽東郡, 天農
賊丨宮砂曉, 104, 39208019, 27811, 17407, 295267, 39208019, 27811, 17407, 295267, 17690, 山陽東郡, 賊
酒館丨蜘蛛, 27, 38926521, 62935, 23037, 225171, 39177844, 62935, 23037, 225171, 24283, 山陽東郡, 速農
西涼馬孟起, 165, 38825365, 10161, 5794, 21364, 38825365, 10161, 5794, 21364, 21550, 山陽東郡, 賊
夜梟丨臥好, 156, 38751483, 15043, 8723, 253094, 41935892, 15043, 9073, 253094, 24069, 山陽東郡, 梟
白夜行, 134, 38289625, 12493, 17781, 71789, 40845460, 12493, 18131, 71789, 20530, 山陽東郡, 賊
呆丨野郎, 109, 37985455, 27515, 16520, 173352, 41396100, 27515, 16520, 173352, 24133, 山陽東郡, 七劍
軟昨天阮經天, 122, 37146625, 13466, 18152, 0, 42572683, 13466, 18152, 0, 25060, 山陽東郡, 天農
關天澄, 80, 37116360, 21339, 28513, 83340, 40777276, 21339, 28513, 83340, 24043, 山陽東郡, 天農
獵火, 155, 36556733, 6771, 17209, 324056, 39574094, 6771, 17209, 324056, 19590, 山陽東郡, 賊
候希白, 157, 36430603, 5472, 17628, 65163, 39136372, 5472, 17628, 65163, 18769, 山陽東郡, 速農
左晴嵐, 101, 35966997, 19464, 28498, 162523, 39592936, 19464, 28848, 162523, 23240, 山陽東郡, 天農
農夫騎赤兔, 120, 35394967, 35237, 5323, 142672, 35406973, 35237, 5323, 142672, 20276, 山陽東郡, 速農
賊丨宮砂毀, 76, 35344440, 37227, 23609, 313013, 37638875, 37227, 23609, 313013, 19636, 山陽東郡, 賊
前田丨慶次, 110, 34754992, 26393, 15189, 136776, 38342932, 26393, 15189, 136776, 23370, 山陽東郡, 速農
速農丨様囝, 85, 34695796, 40801, 18060, 219220, 37519651, 40801, 18410, 219220, 22420, 山陽東郡, 速農
速農丨飄渺風, 55, 34494121, 56985, 21556, 66696, 38446081, 56985, 21556, 66696, 18761, 山陽東郡, 速農
七劍I雞, 24, 34459960, 93489, 19213, 0, 37924055, 93489, 19213, 0, 21963, 山陽東郡, 七劍
花丨咖哩餅, 95, 33282044, 33590, 19885, 123590, 36286344, 33590, 20235, 123590, 18330, 山陽東郡, 天農
夜梟丨青天, 96, 33166350, 38390, 8093, 64678, 33166350, 38390, 8093, 64678, 20250, 山陽東郡, 梟
夜梟丨Slb, 143, 33134861, 18186, 7844, 298482, 33134861, 18186, 7844, 298482, 20596, 山陽東郡, 梟
低調丨添香, 66, 32945512, 55845, 15032, 64880, 33581407, 55845, 15032, 64880, 23849, 山陽東郡, 速農
赤梟丨明智, 88, 32321470, 32236, 13072, 222506, 32321470, 32236, 13072, 222506, 19973, 山陽東郡, 賊
低調丨漫天, 146, 32228022, 17143, 9261, 50401, 34287013, 17143, 9261, 50401, 19329, 山陽東郡, 速農
沐血龔, 106, 31178779, 21412, 25322, 181822, 33516765, 21412, 25322, 181822, 21080, 山陽東郡, 天農
方圓姜子牙, 107, 31144943, 28494, 8352, 92257, 31144943, 28494, 8352, 92257, 22440, 山陽東郡, 賊
方圓古風, 113, 30565879, 34608, 9324, 103849, 30565879, 34608, 9324, 103849, 20698, 山陽東郡, 賊
战地记者一号, 186, 29412885, 2359, 2728, 0, 29412885, 2359, 2728, 0, 16573, 東平國, 梟
賊丨大和, 132, 28537451, 15825, 8703, 0, 28537451, 15825, 8703, 0, 19900, 山陽東郡, 賊
心如刀割, 130, 28184013, 20643, 6588, 0, 28184013, 20643, 6588, 0, 20530, 山陽東郡, 梟
咩咕咩咕雪兔, 150, 28080169, 21989, 6455, 0, 28080169, 21989, 6455, 0, 19899, 山陽東郡, 天農
呆丨吉芸若, 102, 28016501, 20493, 19022, 0, 28016501, 20493, 19022, 0, 18330, 山陽東郡, 七劍
teoh, 135, 28003406, 15776, 18329, 65411, 31238738, 15776, 18329, 65411, 21716, 山陽東郡, 天農
天兵丨朴彩英, 185, 27811615, 5109, 3710, 0, 27811615, 5109, 3710, 0, 17533, 山陽東郡, 梟
夜梟丨知銀, 94, 27337447, 13141, 23266, 28111, 30369368, 13141, 23616, 28111, 19806, 山陽東郡, 梟
賊丨墊神, 170, 27301041, 5103, 10815, 1335147, 27301041, 5103, 10815, 1335147, 19270, 山陽東郡, 賊
夜梟丨姐夫, 162, 27158493, 16688, 4179, 0, 27467553, 16688, 4179, 0, 20410, 山陽東郡, 梟
以武再會友, 160, 27129787, 13536, 2274, 133565, 27448349, 13536, 2274, 133565, 18190, 山陽東郡, 速農
賊の賢, 129, 27098935, 24699, 9992, 0, 28542352, 24699, 10342, 0, 15230, 山陽東郡, 賊
速農丨刀魔, 97, 26511528, 39010, 10368, 244263, 26511528, 39010, 10368, 244263, 16006, 山陽東郡, 賊
炭烤极光, 72, 26278945, 29989, 24196, 346200, 26278945, 29989, 24196, 346200, 16483, 山陽東郡, 天農
夜梟丨知金, 133, 26047329, 19759, 7323, 0, 26047329, 19759, 7323, 0, 20450, 山陽東郡, 梟
野原廣志丨, 167, 25428931, 1631, 10829, 0, 25428931, 1631, 10829, 0, 15750, 東平國, 梟
小雞君, 172, 25321653, 5479, 11543, 0, 25321653, 5479, 11543, 0, 17940, 東平國, 七劍
義丨河了貂, 77, 25311183, 19246, 27183, 714016, 28400728, 19246, 27533, 714016, 13790, 山陽東郡, 天農
夜梟丨鳳, 83, 25255247, 36046, 19349, 163147, 25255247, 36046, 19349, 163147, 27180, 山陽東郡, 梟
夜梟丨冬雪, 123, 24715729, 18992, 9054, 0, 24715729, 18992, 9054, 0, 16956, 山陽東郡, 梟
天兵丨詩延夢, 190, 24679032, 2264, 864, 0, 24759948, 2264, 864, 0, 16859, 東平國, 梟
速農丨青蛙, 131, 24123451, 3532, 19608, 299880, 27349731, 3532, 19958, 299880, 20973, 山陽東郡, 天農
皇道丨製酒仙, 159, 24030292, 15294, 6525, 29307, 24030292, 15294, 6525, 29307, 21570, 山陽東郡, 天農
皇道丨滾球獸, 149, 23572425, 18723, 7125, 32305, 23572425, 18723, 7125, 32305, 23323, 山陽東郡, 天農
寂寞的沙漠, 183, 23559338, 8335, 2100, 0, 23559338, 8335, 2100, 0, 18671, 東平國, 賊
賊丨本心, 151, 23197467, 18071, 9430, 162582, 25574536, 18071, 9780, 162582, 12330, 山陽東郡, 賊
鋼鐵頭, 152, 23013563, 21610, 3536, 0, 23013563, 21610, 3536, 0, 19463, 山陽東郡, 賊
甘草瓜子, 163, 22835952, 17109, 1201, 61187, 23147807, 17109, 1201, 61187, 18913, 東平國, 天農
夜梟丨南宮, 144, 22727765, 6564, 18314, 125142, 24769782, 6564, 18664, 125142, 17256, 山陽東郡, 梟
皇朝, 179, 22557480, 9992, 1501, 0, 22557480, 9992, 1501, 0, 21300, 山陽東郡, 梟
夜梟丨韓豚寶, 174, 22318635, 13520, 3794, 0, 22318635, 13520, 3794, 0, 16860, 山陽東郡, 梟
楓丨知秋, 140, 21120832, 19276, 9549, 627969, 21120832, 19276, 9549, 627969, 18936, 山陽東郡, 梟
費明奴, 191, 21031390, 4683, 1050, 0, 21031390, 4683, 1050, 0, 18770, 東平國, 賊
天兵丨不倒翁, 187, 20992748, 4317, 1924, 0, 20992748, 4317, 1924, 0, 17583, 東平國, 梟
天兵丨sku, 182, 20335073, 7454, 1428, 118724, 20335073, 7454, 1428, 118724, 19840, 東平國, 梟
赤梟丨三皇, 171, 20163381, 5228, 10990, 0, 20435859, 5228, 10990, 0, 18261, 山陽東郡, 梟
小赵, 192, 19942731, 3011, 1060, 0, 19942731, 3011, 1060, 0, 19990, 東平國, 梟
上官紅塵, 169, 18766408, 15709, 2626, 0, 19115009, 15709, 2626, 0, 20790, 山陽東郡, 梟
公孫明策, 188, 18693972, 7181, 2130, 0, 18693972, 7181, 2130, 0, 17223, 山陽東郡, 梟
賊丨小珠, 161, 18548744, 14013, 4164, 0, 18548744, 14013, 4164, 0, 14523, 山陽東郡, 賊
浩哥在此, 176, 17871433, 3443, 10058, 272983, 18212504, 3443, 10058, 272983, 16975, 山陽東郡, 賊
贼丨登神, 175, 17476738, 10681, 2882, 157127, 17476738, 10681, 2882, 157127, 15910, 山陽東郡, 賊
速農丨柒佰, 180, 16988907, 9625, 861, 97087, 16988907, 9625, 861, 97087, 21100, 山陽東郡, 賊
常樂, 119, 16924814, 8803, 15755, 651995, 19199000, 8803, 15755, 651995, 14350, 山陽東郡, 賊
諸戩, 136, 16891739, 32359, 2033, 221647, 16891739, 32359, 2033, 221647, 21830, 山陽東郡, 梟
狂濤, 154, 16701396, 22316, 3434, 197507, 16701396, 22316, 3434, 197507, 19086, 山陽東郡, 賊
皮蛋豆腐, 168, 16634813, 9992, 4398, 23909, 16669658, 9992, 4398, 23909, 18020, 山陽東郡, 梟
呆呆明主, 108, 16152076, 39204, 3098, 22997, 16189722, 39204, 3098, 22997, 18070, 山陽東郡, 梟
老苦, 127, 16130950, 32425, 1676, 220729, 16130950, 32425, 1676, 220729, 22027, 山陽東郡, 梟
逸後, 126, 16122531, 18829, 9089, 0, 16142336, 18829, 9089, 0, 25200, 山陽東郡, 梟
賊丨熊兒, 166, 15699954, 10942, 5036, 171878, 15858639, 10942, 5036, 171878, 16429, 山陽東郡, 賊
RAP孔明, 142, 15516689, 17033, 7826, 155334, 15694255, 17033, 7826, 155334, 18756, 山陽東郡, 賊
賊霸王鮮果汁, 153, 15441053, 21988, 1961, 0, 15441053, 21988, 1961, 0, 16140, 山陽東郡, 賊
馬甲丨傲西狼, 193, 13951922, 1106, 621, 35524, 13951922, 1106, 621, 35524, 15369, 東平國, 賊
胡言亂語, 137, 13572588, 17678, 8194, 20499, 13572588, 17678, 8194, 20499, 17870, 山陽東郡, 梟
雷毅, 164, 12985003, 0, 15881, 1421523, 12985003, 0, 15881, 1421523, 10676, 山陽東郡, 七劍
雞脾薯條, 145, 12095856, 21876, 4209, 26753, 12131087, 21876, 4209, 26753, 16403, 山陽東郡, 梟
天堂烏, 189, 11720348, 2873, 1986, 0, 11720348, 2873, 1986, 0, 12072, 山陽東郡, 天農
資料讀取中, 195, 11427407, 0, 131, 46041, 11427407, 0, 131, 46041, 11270, 魯國, 梟
義丨蚵仔煎, 194, 11348807, 32, 801, 153135, 11402391, 32, 801, 153135, 13963, 東平國, 天農
名是但啦, 158, 10996342, 17606, 2967, 0, 11158611, 17606, 2967, 0, 18210, 山陽東郡, 梟
臭雞, 178, 7838628, 13249, 1287, 0, 7838628, 13249, 1287, 0, 14269, 東平國, 賊
胡說八道, 173, 7436825, 15473, 1717, 21882, 7436825, 15473, 1717, 21882, 12763, 山陽東郡, 梟
燕丨詩靈, 198, 6743852, 0, 0, 85429, 6743852, 0, 0, 85429, 10595, 魯國, 七劍
西方世界, 184, 4433158, 9986, 1826, 62508, 4433158, 9986, 1826, 62508, 9020, 山陽東郡, 梟
夜梟丨沐日, 199, 1294371, 0, 0, 0, 1294371, 0, 0, 0, 4003, 魯國, 天農
天農丨動物餅, 197, 925536, 0, 0, 5859092, 1586635, 0, 0, 5859092, 4886, 山陽東郡, 小號
南得拉, 200, 136199, 0, 0, 543722, 136199, 0, 0, 543722, 835, 魯國, 小號
夜梟丨日雨, 196, 106765, 0, 0, 10666796, 106942, 0, 0, 10666796, 931, 魯國, 小號
