成員, 貢獻排行, 貢獻本週, 戰功本週, 助攻本週, 捐獻本週, 貢獻總量, 戰功總量, 助攻總量, 捐獻總量, 勢力值, 所屬勢力, 分組
速農丨曹青, 43, 84840217, 42169, 10803, 0, 89867755, 42169, 10803, 0, 32833, 東平國, 速農
內塔夜尼壺, 20, 64965285, 41456, 19317, 0, 69490246, 41456, 19317, 0, 28812, 山陽東郡, 速農
呆丨子瑜, 26, 49913989, 40976, 7967, 579234, 53783462, 40976, 7967, 579234, 28590, 山陽東郡, 七劍
帥哥大蘭交, 29, 64297505, 40770, 29296, 0, 66849679, 40770, 29296, 0, 30696, 山陽東郡, 賊
速農丨怕囝, 18, 45690833, 38206, 21823, 201197, 48766370, 38206, 22173, 201197, 20640, 山陽東郡, 速農
速農丨麥秋, 8, 58426962, 37992, 19121, 61774, 63325329, 37992, 19121, 61774, 26793, 山陽東郡, 速農
呆丨屍符, 25, 69801510, 36582, 18519, 12263, 76148579, 36582, 18869, 12263, 30530, 山陽東郡, 七劍
北境丨嘯西風, 64, 45623870, 35510, 8886, 259597, 50340211, 35510, 9236, 259597, 26610, 山陽東郡, 梟
七劍l霍, 33, 43017493, 34293, 21231, 0, 47867959, 34293, 21231, 0, 26530, 山陽東郡, 七劍
呆丨北郎, 39, 22490571, 34152, 18303, 377797, 25475498, 34152, 18303, 377797, 21070, 山陽東郡, 七劍
小妹天天, 40, 40823451, 33790, 16459, 34054, 45917934, 33790, 16459, 34054, 23830, 山陽東郡, 天農
七剑l强, 27, 58681184, 33107, 21321, 0, 62974990, 33107, 21321, 0, 26160, 山陽東郡, 七劍
香丨名牌, 34, 67866264, 32177, 12010, 0, 73112986, 32177, 12010, 0, 26419, 山陽東郡, 速農
SP路爾斯, 65, 72983374, 32158, 14780, 157283, 78015126, 32158, 14780, 157283, 29353, 山陽東郡, 速農
夜梟丨黑咪, 54, 39517904, 31932, 15048, 30913, 43724003, 31932, 15748, 30913, 26250, 山陽東郡, 梟
低調丨銅怪, 30, 63864916, 31825, 15942, 124614, 69441569, 31825, 16292, 124614, 25730, 山陽東郡, 速農
七劍l克, 76, 46685234, 31130, 6218, 147269, 52018241, 31130, 6218, 147269, 26040, 山陽東郡, 七劍
七劍l朱, 67, 53690684, 30455, 10663, 128634, 55627828, 30455, 10663, 128634, 28693, 山陽東郡, 七劍
酒館丨蜘蛛, 14, 30817335, 29617, 22370, 225171, 31068658, 29617, 22370, 225171, 24123, 山陽東郡, 速農
速農丨小衛, 47, 36306587, 29326, 20228, 244050, 40437945, 29326, 20578, 367422, 16680, 山陽東郡, 速農
黃雀先生, 19, 32950857, 28798, 27291, 413407, 36134032, 28798, 27641, 413407, 22960, 山陽東郡, 七劍
速農丨樣囝, 41, 41447907, 28496, 20939, 73183, 44639608, 28496, 21289, 73183, 25170, 山陽東郡, 速農
低調丨柯夢, 38, 39045805, 28378, 25887, 1614175, 43714248, 28378, 26237, 1614175, 22730, 山陽東郡, 速農
速農丨瑋哥, 42, 49949304, 28346, 12472, 0, 49949304, 28346, 12472, 0, 26370, 山陽東郡, 速農
SP香奈兒, 45, 66426448, 28161, 15207, 167655, 71525362, 28161, 15207, 167655, 27730, 山陽東郡, 速農
賊丨狠爺, 44, 34217511, 27220, 29787, 0, 36181323, 27220, 29787, 0, 18550, 山陽東郡, 賊
七劍I睿, 48, 42879867, 25502, 22141, 0, 45919198, 25502, 22141, 0, 27760, 山陽東郡, 七劍
七劍l緊, 36, 42524999, 24883, 18813, 93731, 44364935, 24883, 19163, 93731, 22850, 山陽東郡, 七劍
速農丨嘴囝, 35, 30766662, 24813, 14325, 124688, 33644636, 24813, 14325, 124688, 17520, 山陽東郡, 速農
七劍l狀, 46, 42771198, 24803, 22313, 0, 48499066, 24803, 22663, 0, 26250, 山陽東郡, 七劍
李健豪, 105, 39252664, 24496, 5834, 114847, 40362277, 24496, 5834, 114847, 19645, 山陽東郡, 梟
七劍IH, 97, 45394655, 24150, 4346, 194167, 45394655, 24150, 4346, 194167, 25523, 山陽東郡, 七劍
花丨花花瘋瘋, 78, 55203375, 23945, 6539, 0, 59075678, 23945, 6539, 0, 22023, 山陽東郡, 賊
王小羽, 21, 49014920, 23668, 24298, 236397, 53278741, 23668, 24648, 236397, 25048, 山陽東郡, 速農
速農丨飄渺風, 52, 26823359, 23091, 21294, 66696, 30775319, 23091, 21294, 66696, 17430, 山陽東郡, 速農
香丨賀歷斯, 104, 58359482, 23059, 9331, 0, 63447781, 23059, 9331, 0, 25230, 山陽東郡, 速農
箂, 99, 42355887, 21478, 11361, 93685, 43953048, 21478, 11361, 93685, 22193, 山陽東郡, 速農
低調丨添香, 80, 27100182, 21391, 14840, 49853, 27736077, 21391, 14840, 49853, 21149, 山陽東郡, 速農
呆丨西郎, 61, 47378656, 21140, 18143, 135400, 51892231, 21140, 18493, 135400, 26156, 山陽東郡, 七劍
酪梨好吃, 58, 46682091, 21121, 16023, 60249, 50816325, 21121, 16023, 60249, 20360, 山陽東郡, 天農
無敵の螢火蟲, 128, 53445736, 20907, 2444, 143922, 53445736, 20907, 2444, 143922, 27342, 山陽東郡, 速農
找謝丨武冽, 31, 43190828, 20847, 19712, 0, 47200908, 20847, 19712, 0, 28576, 山陽東郡, 速農
七劍l柯, 69, 43116175, 20829, 23567, 0, 46158359, 20829, 23917, 0, 28270, 山陽東郡, 七劍
速農丨様囝, 79, 30559104, 20200, 17572, 219220, 33382959, 20200, 17922, 219220, 22420, 山陽東郡, 速農
賊丨宮砂毀, 62, 28813242, 19884, 22208, 162261, 31107677, 19884, 22208, 162261, 19366, 山陽東郡, 賊
七剑l龍, 37, 55933380, 19840, 27205, 0, 61321325, 19840, 27205, 0, 23283, 山陽東郡, 七劍
幻喵, 86, 34741569, 18894, 13254, 0, 34741569, 18894, 13254, 0, 20350, 山陽東郡, 梟
鹹酥雞, 53, 46461768, 18822, 11628, 40413, 50351410, 18822, 11628, 40413, 24102, 山陽東郡, 賊
夜梟丨鳳, 56, 21309578, 18339, 19349, 163147, 21309578, 18339, 19349, 163147, 26600, 山陽東郡, 梟
夜梟丨青天, 89, 26034824, 18262, 7593, 64678, 26034824, 18262, 7593, 64678, 18333, 山陽東郡, 梟
老苦, 131, 11394493, 18094, 1676, 61183, 11394493, 18094, 1676, 61183, 21596, 山陽東郡, 梟
管之軼, 75, 33335199, 17901, 16725, 1026220, 36903225, 17901, 16725, 1026220, 18363, 山陽東郡, 天農
方圓戴歐克法, 28, 39087703, 17348, 27061, 211371, 42460747, 17348, 27411, 211371, 24190, 山陽東郡, 賊
速農丨燒餅, 32, 34981638, 17199, 25985, 0, 40201831, 17199, 25985, 0, 23790, 山陽東郡, 速農
酒館丨大GG, 91, 45475184, 16970, 11438, 115681, 48484816, 16970, 11788, 115681, 23293, 山陽東郡, 梟
速農丨基囝, 55, 50085685, 16944, 23049, 68703, 54892399, 16944, 23049, 68703, 20250, 山陽東郡, 速農
低調丨橙, 57, 57139800, 16588, 19078, 0, 62068634, 16588, 19078, 0, 29700, 山陽東郡, 速農
呆丨中蓈, 59, 45937546, 16475, 23868, 0, 51189420, 16475, 23868, 0, 25056, 山陽東郡, 七劍
老剛, 138, 42174372, 16396, 3679, 0, 44477586, 16396, 3679, 0, 21210, 山陽東郡, 賊
速農丨刀魔, 106, 22461246, 16338, 9968, 201462, 22461246, 16338, 9968, 201462, 15806, 山陽東郡, 賊
RON, 119, 44778391, 15873, 9371, 153031, 47994395, 15873, 9371, 153031, 20986, 山陽東郡, 速農
賊丨宮砂曉, 83, 30820251, 15523, 17207, 219123, 30820251, 15523, 17207, 219123, 17100, 山陽東郡, 賊
一粒米, 98, 30674536, 15211, 14615, 281893, 33831323, 15211, 14965, 281893, 19620, 山陽東郡, 天農
農民丨聖祈, 110, 38066597, 14865, 13026, 0, 41711360, 14865, 13026, 0, 24220, 山陽東郡, 賊
赤梟丨明智, 77, 25996918, 14605, 13072, 201202, 25996918, 14605, 13072, 201202, 17600, 山陽東郡, 賊
雙子, 60, 52398302, 14593, 23492, 150448, 57058142, 14593, 23842, 150448, 23656, 山陽東郡, 速農
前田丨慶次, 96, 30835827, 14548, 14839, 136776, 34423767, 14548, 14839, 136776, 23000, 山陽東郡, 速農
不倦, 81, 47727116, 14503, 17632, 179827, 48265193, 14503, 17632, 179827, 26313, 山陽東郡, 七劍
天兵丨夜吹雪, 51, 40844670, 14279, 14718, 95816, 40844670, 14279, 14718, 95816, 19853, 山陽東郡, 梟
米乂雅嘎靡, 121, 46908024, 14097, 10422, 0, 48412167, 14097, 10772, 0, 23230, 山陽東郡, 七劍
路過的生命體, 66, 50181909, 13882, 15097, 26579, 50181909, 13882, 15097, 26579, 21990, 山陽東郡, 梟
左芸, 90, 44326473, 13873, 10519, 62460, 44326473, 13873, 10519, 62460, 22603, 山陽東郡, 梟
我想返屋企, 70, 46300432, 13793, 23177, 0, 51184467, 13793, 23527, 0, 25610, 山陽東郡, 天農
慈善羚羊, 115, 32873363, 13665, 12467, 47861, 36917985, 13665, 12467, 47861, 20413, 東平國, 速農
賊の賢, 123, 21416764, 13548, 9992, 0, 22860181, 13548, 10342, 0, 15230, 山陽東郡, 賊
七劍l荒, 71, 28587701, 13370, 16505, 109024, 31852921, 13370, 16505, 109024, 19080, 山陽東郡, 七劍
七劍l哈, 147, 36343871, 13056, 3454, 165637, 36343871, 13056, 3454, 165637, 28400, 山陽東郡, 七劍
霸道龍王, 74, 47349453, 12517, 15862, 190018, 49232766, 12517, 16212, 190018, 21270, 山陽東郡, 速農
件衫跌緊落嚟, 103, 63638131, 12511, 18092, 0, 67453403, 12511, 18092, 0, 23013, 山陽東郡, 天農
七劍l蠻, 73, 36698738, 12333, 18501, 193662, 40073942, 12333, 18851, 193662, 26160, 山陽東郡, 七劍
七劍I帥, 95, 32717178, 12146, 14926, 227678, 36963835, 12146, 15276, 227678, 22623, 山陽東郡, 七劍
諸戩, 160, 8870480, 11715, 2033, 221647, 8870480, 11715, 2033, 221647, 18152, 山陽東郡, 梟
七劍l書, 122, 39450123, 11417, 12900, 90495, 43171098, 11417, 12900, 90495, 22410, 東平國, 七劍
鋼鐵頭, 146, 22307117, 11238, 3536, 0, 22307117, 11238, 3536, 0, 19463, 山陽東郡, 賊
蔓, 92, 31771255, 11236, 14003, 92199, 31771255, 11236, 14003, 92199, 21550, 山陽東郡, 梟
花丨咖哩餅, 82, 28493033, 11221, 19885, 123590, 31497333, 11221, 20235, 123590, 18130, 山陽東郡, 天農
心如刀割, 120, 21076458, 10775, 6238, 0, 21076458, 10775, 6238, 0, 20580, 山陽東郡, 梟
公益金牛, 88, 35098383, 10629, 26493, 0, 40691138, 10629, 26493, 0, 23740, 東平國, 速農
沐血龔, 87, 26265727, 10199, 25322, 181822, 28603713, 10199, 25322, 181822, 19443, 山陽東郡, 天農
忍者龜, 149, 32872283, 9748, 6926, 0, 32946647, 9748, 6926, 0, 19580, 東平國, 天農
天兵丨家信, 152, 32318052, 9714, 4207, 155842, 32318052, 9714, 4207, 155842, 20450, 山陽東郡, 梟
天兵丨醫聖鵲, 108, 36573301, 9491, 11245, 85745, 36573301, 9491, 11245, 85745, 19790, 山陽東郡, 梟
正版周姐轮, 133, 32453982, 9406, 9296, 227304, 33227586, 9406, 9296, 227304, 22873, 山陽東郡, 天農
夜丨kh, 114, 36175405, 9125, 13681, 177247, 36214382, 9125, 13681, 177247, 23156, 山陽東郡, 梟
低調丨漫天, 132, 26673945, 9118, 8876, 50401, 28732936, 9118, 8876, 50401, 18169, 山陽東郡, 速農
方圓姜子牙, 111, 22697376, 8859, 7452, 92257, 22697376, 8859, 7452, 92257, 20713, 山陽東郡, 賊
以武再會友, 145, 24858684, 8718, 2274, 133565, 25177246, 8718, 2274, 133565, 18650, 東平國, 速農
皇道丨滾球獸, 144, 20979070, 8327, 6425, 32305, 20979070, 8327, 6425, 32305, 19050, 東平國, 天農
農夫騎赤兔, 151, 26126059, 8157, 5012, 142672, 26138065, 8157, 5012, 142672, 19796, 東平國, 速農
炭烤极光, 63, 24313014, 8132, 23846, 330783, 24313014, 8132, 23846, 330783, 15619, 山陽東郡, 天農
胡言亂語, 127, 9062152, 8094, 8128, 0, 9062152, 8094, 8128, 0, 15329, 山陽東郡, 梟
方圓古風, 140, 19400870, 8088, 8624, 103849, 19400870, 8088, 8624, 103849, 19639, 東平國, 賊
大輝, 170, 47630074, 8011, 2892, 0, 50775276, 8011, 2892, 0, 27280, 山陽東郡, 速農
關天澄, 49, 29075196, 7896, 27823, 61730, 32736112, 7896, 27823, 61730, 20016, 東平國, 天農
夜梟丨Slb, 136, 23230253, 7730, 7844, 298482, 23230253, 7730, 7844, 298482, 18653, 山陽東郡, 梟
夜梟丨蒼龍, 102, 37207424, 7583, 10958, 0, 37207424, 7583, 10958, 0, 21033, 山陽東郡, 梟
關北军, 129, 43186045, 7454, 12241, 100905, 44630580, 7454, 12241, 100905, 19630, 山陽東郡, 梟
七劍l年, 109, 34149015, 7273, 19415, 0, 36895176, 7273, 19415, 0, 20323, 山陽東郡, 七劍
RAP孔明, 135, 8644049, 7261, 7076, 155334, 8821615, 7261, 7076, 155334, 16889, 山陽東郡, 賊
逸後, 124, 12493656, 7112, 8696, 0, 12513461, 7112, 8696, 0, 24230, 山陽東郡, 梟
軟昨天阮經天, 107, 33060082, 7068, 18152, 0, 38486140, 7068, 18152, 0, 22520, 山陽東郡, 天農
芝士烏龍, 112, 29818318, 6660, 18137, 176957, 33560283, 6660, 18487, 176957, 20226, 東平國, 天農
狂濤, 166, 11812944, 6500, 3274, 197507, 11812944, 6500, 3274, 197507, 18206, 山陽東郡, 賊
呆丨野郎, 116, 30385082, 6417, 15724, 132637, 33795727, 6417, 15724, 132637, 21995, 山陽東郡, 七劍
白夜行, 113, 25284772, 6262, 17781, 71789, 27840607, 6262, 18131, 71789, 18833, 山陽東郡, 賊
甘草瓜子, 173, 14357650, 6241, 851, 61187, 14669505, 6241, 851, 61187, 18630, 東平國, 天農
芋妮布丁, 100, 37434497, 6168, 21960, 212789, 41614690, 6168, 22310, 212789, 22370, 山陽東郡, 天農
呆呆明主, 153, 11999019, 6068, 3098, 0, 12036665, 6068, 3098, 0, 17190, 山陽東郡, 梟
夜梟丨姐夫, 169, 23596680, 5911, 4179, 0, 23905740, 5911, 4179, 0, 19790, 山陽東郡, 梟
賊霸王鮮果汁, 168, 7868610, 5903, 1211, 0, 7868610, 5903, 1211, 0, 15913, 東平國, 賊
名是但啦, 164, 5115796, 5758, 2967, 0, 5278065, 5758, 2967, 0, 17079, 山陽東郡, 梟
夜梟丨知金, 137, 22848311, 5728, 6623, 0, 22848311, 5728, 6623, 0, 18450, 山陽東郡, 梟
楓丨知秋, 142, 16875633, 5648, 9348, 580639, 16875633, 5648, 9348, 580639, 17670, 山陽東郡, 梟
賊丨大和, 126, 23791799, 5572, 8703, 0, 23791799, 5572, 8703, 0, 18900, 山陽東郡, 賊
義丨河了貂, 50, 19726830, 5512, 27126, 714016, 22816375, 5512, 27476, 714016, 13770, 山陽東郡, 天農
上官紅塵, 178, 15476257, 5491, 1926, 0, 15824858, 5491, 1926, 0, 20290, 山陽東郡, 梟
呆丨吉芸若, 85, 23662598, 5458, 19022, 0, 23662598, 5458, 19022, 0, 18333, 山陽東郡, 七劍
花丨羊羊, 93, 45942488, 5441, 12926, 0, 50190890, 5441, 13276, 0, 22296, 山陽東郡, 天農
皇朝, 174, 13246518, 5426, 1151, 0, 13246518, 5426, 1151, 0, 17660, 東平國, 梟
臭雞, 179, 4479969, 5379, 1287, 0, 4479969, 5379, 1287, 0, 14269, 東平國, 賊
速農丨柒佰, 175, 14473391, 5286, 861, 97087, 14473391, 5286, 861, 97087, 21100, 東平國, 賊
左晴嵐, 72, 29683380, 5067, 27748, 162523, 33309319, 5067, 28098, 162523, 19860, 東平國, 天農
夜梟丨冬雪, 125, 20224194, 4791, 8704, 0, 20224194, 4791, 8704, 0, 16680, 山陽東郡, 梟
雞脾薯條, 159, 8637702, 4665, 3509, 0, 8672933, 4665, 3509, 0, 14603, 山陽東郡, 梟
teoh, 130, 22441079, 4584, 17979, 65411, 25676411, 4584, 17979, 65411, 18290, 山陽東郡, 天農
皇道丨製酒仙, 161, 21958226, 4321, 5825, 0, 21958226, 4321, 5825, 0, 17780, 東平國, 天農
贼丨登神, 171, 12180715, 4206, 2532, 157127, 12180715, 4206, 2532, 157127, 14993, 東平國, 賊
夜梟丨臥好, 155, 31219960, 4141, 8673, 253094, 34404369, 4141, 9023, 253094, 20486, 山陽東郡, 梟
皮蛋豆腐, 163, 8845695, 3816, 4297, 0, 8880540, 3816, 4297, 0, 15520, 山陽東郡, 梟
赤梟丨三皇, 150, 16857219, 3674, 10640, 0, 17129697, 3674, 10640, 0, 16357, 東平國, 梟
兆, 134, 36456541, 3570, 12462, 0, 36456541, 3570, 12462, 0, 19020, 東平國, 速農
義火之王, 84, 34857123, 3569, 24753, 95770, 38241034, 3569, 24753, 95770, 17031, 東平國, 賊
速農丨青蛙, 101, 21493009, 3532, 19608, 299880, 24719289, 3532, 19958, 299880, 20993, 山陽東郡, 天農
賊丨本心, 157, 17891163, 3438, 8730, 162582, 20268232, 3438, 9080, 162582, 11510, 山陽東郡, 賊
夜梟丨知銀, 68, 22611569, 3411, 22916, 0, 25643490, 3411, 23266, 0, 17900, 山陽東郡, 梟
賊丨小珠, 167, 13793729, 3368, 2464, 0, 13793729, 3368, 2464, 0, 14300, 東平國, 賊
胡說八道, 183, 3253218, 3361, 1682, 0, 3253218, 3361, 1682, 0, 8739, 山陽東郡, 梟
Bululu, 117, 36925172, 3292, 16254, 90008, 40040436, 3292, 16254, 90008, 21790, 東平國, 天農
公孫明策, 188, 15682455, 3254, 654, 0, 15682455, 3254, 654, 0, 16843, 山陽東郡, 梟
天兵丨不倒翁, 180, 17807122, 3196, 1574, 0, 17807122, 3196, 1574, 0, 17623, 東平國, 梟
咩咕咩咕雪兔, 172, 20113171, 2994, 6455, 0, 20113171, 2994, 6455, 0, 18370, 東平國, 天農
寂寞的沙漠, 186, 12913894, 2989, 700, 0, 12913894, 2989, 700, 0, 17616, 東平國, 賊
西涼馬孟起, 165, 27994648, 2751, 5794, 21364, 27994648, 2751, 5794, 21364, 20640, 東平國, 賊
費明奴, 189, 13811078, 2716, 1050, 0, 13811078, 2716, 1050, 0, 16500, 東平國, 賊
夜梟丨夜雨, 176, 12511039, 2559, 2520, 492055, 12511039, 2559, 2520, 492055, 17566, 山陽東郡, 梟
西方世界, 185, 3135907, 2410, 1676, 62508, 3135907, 2410, 1676, 62508, 8520, 山陽東郡, 梟
天兵丨sku, 184, 13082772, 2309, 1428, 0, 13082772, 2309, 1428, 0, 19063, 東平國, 梟
夜梟丨韓豚寶, 182, 17165001, 2253, 3094, 0, 17165001, 2253, 3094, 0, 14426, 東平國, 梟
小赵, 192, 11888998, 2235, 959, 0, 11888998, 2235, 959, 0, 17900, 東平國, 梟
賊丨墊神, 154, 22844505, 1885, 10815, 1335147, 22844505, 1885, 10815, 1335147, 18890, 山陽東郡, 賊
常樂, 94, 13213163, 1808, 15205, 651995, 15487349, 1808, 15205, 651995, 12733, 山陽東郡, 賊
小雞君, 156, 18971805, 1781, 11543, 0, 18971805, 1781, 11543, 0, 17260, 東平國, 七劍
夜梟丨南宮, 118, 20219648, 1351, 17614, 125142, 22261665, 1351, 17964, 125142, 17169, 山陽東郡, 梟
候希白, 143, 24935725, 871, 14248, 65163, 27641494, 871, 14248, 65163, 17090, 東平國, 速農
浩哥在此, 158, 13653562, 856, 10058, 212941, 13994633, 856, 10058, 212941, 15510, 山陽東郡, 賊
战地记者一号, 181, 17860920, 723, 2693, 0, 17860920, 723, 2693, 0, 16463, 東平國, 梟
義丨蚵仔煎, 194, 5973395, 32, 451, 153135, 6026979, 32, 451, 153135, 10295, 東平國, 天農
天兵丨詩延夢, 187, 20387685, 4, 514, 0, 20468601, 4, 514, 0, 14986, 東平國, 梟
野原廣志丨, 148, 11895282, 0, 10829, 0, 11895282, 0, 10829, 0, 15493, 東平國, 梟
馬甲丨傲西狼, 193, 9879417, 0, 0, 35524, 9879417, 0, 0, 35524, 15349, 東平國, 賊
資料讀取中, 195, 5998258, 0, 96, 0, 5998258, 0, 96, 0, 9862, 魯國, 梟
天堂烏, 191, 5698613, 0, 1176, 0, 5698613, 0, 1176, 0, 9134, 東平國, 天農
天農丨動物餅, 197, 925536, 0, 0, 5859092, 1586635, 0, 0, 5859092, 4886, 山陽東郡, 小號
梟丨剎車, 162, 17010179, 0, 10754, 578096, 19492257, 0, 10754, 578096, 16850, 山陽西郡, 七劍
賊丨熊兒, 177, 11601164, 0, 3951, 171878, 11759849, 0, 3951, 171878, 13872, 山陽東郡, 賊
夜梟丨日雨, 196, 81342, 0, 0, 8134227, 81519, 0, 0, 8134227, 931, 魯國, 小號
南得拉, 199, 127556, 0, 0, 0, 127556, 0, 0, 0, 801, 魯國, 小號
天兵丨朴彩英, 190, 22603291, 0, 3360, 0, 22603291, 0, 3360, 0, 17210, 東平國, 梟
雷毅, 139, 9144340, 0, 15531, 1421523, 9144340, 0, 15531, 1421523, 10482, 東平國, 七劍
獵火, 141, 27502676, 0, 17209, 324056, 30520037, 0, 17209, 324056, 17300, 東平國, 賊
燕丨詩靈, 198, 4744743, 0, 0, 0, 4744743, 0, 0, 0, 10315, 魯國, 七劍
